,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,12.0,1.0,1.0,2013-09-08,CIN,@,CHI,"L, 21-24",,2,1,7,7.0,0,50.0,3.5,1,14,0,14.0,0.0,0,0,0,0,,0,17,29.3,0,0.0,7,28.0
1,2.0,13.0,2.0,2.0,2013-09-16,CIN,,PIT,"W, 20-10",,4,3,35,11.7,0,75.0,8.8,0,0,0,,0.0,0,0,0,0,,0,24,29.3,0,0.0,15,53.6
2,3.0,14.0,3.0,3.0,2013-09-22,CIN,,GNB,"W, 34-30",,4,3,38,12.7,1,75.0,9.5,0,0,0,,0.0,0,0,0,0,,0,30,53.6,0,0.0,10,33.3
3,4.0,15.0,4.0,4.0,2013-09-29,CIN,@,CLE,"L, 6-17",,3,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,,0,38,55.9,0,0.0,6,26.1
4,5.0,16.0,5.0,5.0,2013-10-06,CIN,,NWE,"W, 13-6",,2,2,39,19.5,0,100.0,19.5,1,8,0,8.0,0.0,2,1,1,0,0.0,0,37,52.9,0,0.0,17,65.4
5,6.0,17.0,6.0,6.0,2013-10-13,CIN,@,BUF,"W, 27-24 (OT)",,5,3,71,23.7,1,60.0,14.2,1,34,0,34.0,0.0,1,1,0,0,0.0,0,26,30.2,0,0.0,7,21.9
6,7.0,18.0,7.0,7.0,2013-10-20,CIN,@,DET,"W, 27-24",,6,4,57,14.3,1,66.7,9.5,0,0,0,,0.0,0,0,0,0,,0,24,42.1,0,0.0,2,6.9
7,8.0,19.0,8.0,8.0,2013-10-27,CIN,,NYJ,"W, 49-9",,8,8,122,15.3,4,100.0,15.3,0,0,0,,0.0,0,0,0,0,,0,18,31.6,0,0.0,0,0.0
8,9.0,20.0,9.0,9.0,2013-10-31,CIN,@,MIA,"L, 20-22 (OT)",,7,4,66,16.5,0,57.1,9.4,0,0,0,,0.0,0,0,0,0,,0,50,53.8,0,0.0,0,0.0
9,10.0,21.0,10.0,10.0,2013-11-10,CIN,@,BAL,"L, 17-20 (OT)",,7,1,2,2.0,0,14.3,0.3,1,7,0,7.0,0.0,0,0,0,0,0.0,0,61,68.5,0,0.0,0,0.0
10,11.0,22.0,11.0,11.0,2013-11-17,CIN,,CLE,"W, 41-20",*,2,1,9,9.0,0,50.0,4.5,1,-1,0,-1.0,0.0,0,0,0,0,,0,23,37.1,0,0.0,0,0.0
11,12.0,23.0,12.0,13.0,2013-12-01,CIN,@,SDG,"W, 17-10",*,3,2,12,6.0,0,66.7,4.0,0,0,0,,0.0,0,0,0,0,,0,24,38.7,0,0.0,2,10.0
12,13.0,24.0,13.0,14.0,2013-12-08,CIN,,IND,"W, 42-28",,4,3,60,20.0,1,75.0,15.0,1,-3,0,-3.0,0.0,0,0,0,0,,0,30,39.0,0,0.0,1,2.9
13,14.0,25.0,14.0,15.0,2013-12-15,CIN,@,PIT,"L, 20-30",,9,5,48,9.6,1,55.6,5.3,0,0,0,,0.0,0,0,0,0,,0,49,71.0,0,0.0,0,0.0
14,15.0,26.0,15.0,16.0,2013-12-22,CIN,,MIN,"W, 42-14",,7,6,85,14.2,0,85.7,12.1,2,6,0,3.0,0.0,0,0,0,0,,0,51,65.4,0,0.0,0,0.0
15,16.0,27.0,16.0,17.0,2013-12-29,CIN,,BAL,"W, 34-17",*,7,5,61,12.2,1,71.4,8.7,0,0,0,,0.0,0,0,0,0,0.0,0,40,58.8,0,0.0,0,0.0
16,,,,,,,,,11-5,,80,51,712,14.0,10,63.8,8.9,8,65,0,8.1,0.0,3,2,1,0,0.0,0,542,47.9,0,0.0,67,14.4
