,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,130.0,1.0,1.0,2022-09-11,JAX,@,WAS,"L, 22-28",*,6,4,38,9.5,0,66.7,6.3,0.0,0,0,0,0,0,0,57,81.4,0,0.0,0,0.0
1,2.0,131.0,2.0,2.0,2022-09-18,JAX,,IND,"W, 24-0",*,5,3,33,11.0,0,60.0,6.6,0.0,0,0,0,0,0,0,64,90.1,0,0.0,0,0.0
2,3.0,132.0,3.0,3.0,2022-09-25,JAX,@,LAC,"W, 38-10",*,7,4,33,8.3,1,57.1,4.7,0.0,0,0,0,0,0,0,52,68.4,0,0.0,0,0.0
3,4.0,133.0,4.0,4.0,2022-10-02,JAX,@,PHI,"L, 21-29",*,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,43,91.5,0,0.0,0,0.0
4,5.0,134.0,5.0,5.0,2022-10-09,JAX,,HOU,"L, 6-13",,11,7,104,14.9,0,63.6,9.5,0.0,0,0,0,0,0,0,65,86.7,0,0.0,0,0.0
5,5.0,,6.0,6.0,2022-10-16,JAX,@,IND,"L, 27-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,135.0,7.0,7.0,2022-10-23,JAX,,NYG,"L, 17-23",,8,4,57,14.3,0,50.0,7.1,0.0,0,0,0,0,0,0,40,56.3,0,0.0,0,0.0
7,7.0,136.0,8.0,8.0,2022-10-30,JAX,,DEN,"L, 17-21",*,3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,39,54.2,0,0.0,0,0.0
8,8.0,137.0,9.0,9.0,2022-11-06,JAX,,LVR,"W, 27-20",*,6,5,48,9.6,0,83.3,8.0,0.0,0,0,0,0,0,0,39,56.5,0,0.0,0,0.0
9,9.0,138.0,10.0,10.0,2022-11-13,JAX,@,KAN,"L, 17-27",*,3,1,33,33.0,0,33.3,11.0,0.0,0,0,0,0,0,0,44,68.8,0,0.0,0,0.0
10,10.0,139.0,11.0,12.0,2022-11-27,JAX,,BAL,"W, 28-27",,3,3,22,7.3,1,100.0,7.3,0.0,0,0,0,0,0,0,38,60.3,0,0.0,0,0.0
11,11.0,140.0,12.0,13.0,2022-12-04,JAX,@,DET,"L, 14-40",,4,1,17,17.0,0,25.0,4.3,0.0,0,0,0,0,0,0,38,67.9,0,0.0,0,0.0
12,12.0,141.0,13.0,14.0,2022-12-11,JAX,@,TEN,"W, 36-22",*,1,1,22,22.0,0,100.0,22.0,0.0,0,0,0,0,0,0,35,48.6,0,0.0,0,0.0
13,13.0,142.0,14.0,15.0,2022-12-18,JAX,,DAL,"W, 40-34 (OT)",*,6,2,17,8.5,1,33.3,2.8,0.0,0,0,0,0,0,0,46,65.7,0,0.0,0,0.0
14,14.0,143.0,15.0,16.0,2022-12-22,JAX,@,NYJ,"W, 19-3",,4,3,15,5.0,0,75.0,3.8,0.0,0,0,0,0,0,0,31,43.1,0,0.0,0,0.0
15,15.0,144.0,16.0,17.0,2023-01-01,JAX,@,HOU,"W, 31-3",*,7,6,61,10.2,0,85.7,8.7,0.0,1,1,0,0,0,0,42,66.7,0,0.0,0,0.0
16,16.0,145.0,17.0,18.0,2023-01-07,JAX,,TEN,"W, 20-16",,6,2,29,14.5,0,33.3,4.8,0.0,0,0,0,0,0,0,27,55.1,0,0.0,0,0.0
17,,,,,,,,,9-7,,81,46,529,11.5,3,56.8,6.5,0.0,1,1,0,0,0,0,700,66.0,0,0.0,0,0.0
