,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2015-09-13,CIN,@,OAK,"W, 33-13",,3,2,19,9.5,0,66.7,6.3,0,0,0,,43,63.2,0,0.0,2,7.1
1,2.0,29.0,2.0,2.0,2015-09-20,CIN,,SDG,"W, 24-19",*,5,2,48,24.0,1,40.0,9.6,1,3,0,3.0,53,80.3,0,0.0,0,0.0
2,3.0,30.0,3.0,3.0,2015-09-27,CIN,@,BAL,"W, 28-24",*,8,5,94,18.8,1,62.5,11.8,0,0,0,,63,86.3,0,0.0,0,0.0
3,4.0,31.0,4.0,4.0,2015-10-04,CIN,,KAN,"W, 36-21",*,2,1,4,4.0,0,50.0,2.0,1,6,0,6.0,44,81.5,0,0.0,0,0.0
4,5.0,32.0,5.0,5.0,2015-10-11,CIN,,SEA,"W, 27-24 (OT)",,8,5,61,12.2,0,62.5,7.6,0,0,0,,78,91.8,0,0.0,0,0.0
5,6.0,33.0,6.0,6.0,2015-10-18,CIN,@,BUF,"W, 34-21",*,12,9,95,10.6,1,75.0,7.9,0,0,0,,49,80.3,0,0.0,1,3.6
6,7.0,34.0,7.0,8.0,2015-11-01,CIN,@,PIT,"W, 16-10",*,5,2,12,6.0,0,40.0,2.4,1,2,0,2.0,60,89.6,0,0.0,0,0.0
7,8.0,35.0,8.0,9.0,2015-11-05,CIN,,CLE,"W, 31-10",*,6,5,78,15.6,0,83.3,13.0,0,0,0,,52,77.6,0,0.0,0,0.0
8,9.0,36.0,9.0,10.0,2015-11-16,CIN,,HOU,"L, 6-10",*,9,4,44,11.0,0,44.4,4.9,1,-8,0,-8.0,62,92.5,0,0.0,0,0.0
9,10.0,37.0,10.0,11.0,2015-11-22,CIN,@,ARI,"L, 31-34",*,9,4,60,15.0,0,44.4,6.7,0,0,0,,69,90.8,0,0.0,0,0.0
10,11.0,38.0,11.0,12.0,2015-11-29,CIN,,STL,"W, 31-7",,5,3,25,8.3,0,60.0,5.0,1,30,0,30.0,50,84.7,0,0.0,0,0.0
11,12.0,39.0,12.0,13.0,2015-12-06,CIN,@,CLE,"W, 37-3",*,5,5,55,11.0,1,100.0,11.0,0,0,0,,43,75.4,0,0.0,0,0.0
12,13.0,40.0,13.0,14.0,2015-12-13,CIN,,PIT,"L, 20-33",*,8,6,61,10.2,0,75.0,7.6,0,0,0,,57,98.3,0,0.0,0,0.0
13,14.0,41.0,14.0,15.0,2015-12-20,CIN,@,SFO,"W, 24-14",*,6,4,89,22.3,0,66.7,14.8,0,0,0,,58,90.6,0,0.0,1,3.3
14,15.0,42.0,15.0,16.0,2015-12-28,CIN,@,DEN,"L, 17-20 (OT)",*,7,3,33,11.0,0,42.9,4.7,0,0,0,,65,90.3,0,0.0,0,0.0
15,16.0,43.0,16.0,17.0,2016-01-03,CIN,,BAL,"W, 24-16",*,5,5,38,7.6,0,100.0,7.6,0,0,0,,54,88.5,0,0.0,0,0.0
16,,,,,,,,,12-4,,103,65,816,12.6,4,63.1,7.9,5,33,0,6.6,900,85.3,0,0.0,4,0.9
