,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2021,22,BAL,NFL,WR,12,4,68,46,515,11.2,1,29,58.8,36,3.8,42.9,67.6,7.6,0,0,0,0,,,,0.0,0.0,46,11.2,515,1,0,4,
1,2022,23,BAL,NFL,WR,6,5,28,15,285,19.0,2,7,42.9,75,2.5,47.5,53.6,10.2,0,0,0,0,,,,0.0,0.0,15,19.0,285,2,1,3,
2,2023,24,BAL,NFL,WR,16,12,56,32,367,11.5,1,20,50.0,29,2.0,22.9,57.1,6.6,1,18,0,1,100.0,18.0,18.0,1.1,0.1,33,11.7,385,1,0,4,
3,2024,25,BAL,NFL,WR,17,14,72,45,756,16.8,9,35,52.8,59,2.6,44.5,62.5,10.5,0,0,0,0,,,,0.0,0.0,45,16.8,756,9,0,8,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,51,35,224,138,1923,13.9,13,91,52.7,75,2.7,37.7,61.6,8.6,1,18,0,1,100.0,18.0,18.0,0.4,0.0,139,14.0,1941,13,1,19,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,12,75,46,641,13.9,4,30,52.7,75,2.7,37.7,61.6,8.6,0,6,0,0,100.0,18.0,18.0,0.4,0.0,46,4.7,647,4,0,6,
