,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,13.0,1.0,1.0,2022-09-11,BAL,@,NYJ,"W, 24-9",*,5,2,59,29.5,1,40.0,11.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,66.1,0,0.0,1,3.7
1,2.0,14.0,2.0,2.0,2022-09-18,BAL,,MIA,"L, 38-42",,7,4,108,27.0,1,57.1,15.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,61.0,0,0.0,0,0.0
2,3.0,15.0,3.0,3.0,2022-09-25,BAL,@,NWE,"W, 37-26",*,4,2,59,29.5,0,50.0,14.8,0.0,1,0,1,0,0,0,1,1,0,0,0,0,37,61.7,0,0.0,0,0.0
3,4.0,16.0,4.0,4.0,2022-10-02,BAL,,BUF,"L, 20-23",*,6,3,17,5.7,0,50.0,2.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,44.3,0,0.0,0,0.0
4,4.0,,5.0,5.0,2022-10-09,BAL,,CIN,"W, 19-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,6.0,2022-10-16,BAL,@,NYG,"L, 20-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,17.0,7.0,7.0,2022-10-23,BAL,,CLE,"W, 23-20",*,5,4,42,10.5,0,80.0,8.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,56.3,0,0.0,0,0.0
7,6.0,18.0,8.0,8.0,2022-10-27,BAL,@,TAM,"W, 27-22",*,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,17.1,0,0.0,0,0.0
8,6.0,,9.0,9.0,2022-11-07,BAL,@,NOR,"W, 27-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,6.0,,10.0,11.0,2022-11-20,BAL,,CAR,"W, 13-3",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,6.0,,11.0,12.0,2022-11-27,BAL,@,JAX,"L, 27-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,6.0,,12.0,13.0,2022-12-04,BAL,,DEN,"W, 10-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,6.0,,13.0,14.0,2022-12-11,BAL,@,PIT,"W, 16-14",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,6.0,,14.0,15.0,2022-12-17,BAL,@,CLE,"L, 3-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,6.0,,15.0,16.0,2022-12-24,BAL,,ATL,"W, 17-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,6.0,,16.0,17.0,2023-01-01,BAL,,PIT,"L, 13-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,6.0,,17.0,18.0,2023-01-08,BAL,@,CIN,"L, 16-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,4-2,,28,15,285,19.0,2,53.6,10.2,0.0,1,0,1,0,0,0,1,1,0,0,0,0,190,49.4,0,0.0,1,0.6
