,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2021-09-13,BAL,@,LVR,"L, 27-33 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2.0,2021-09-19,BAL,,KAN,"W, 36-35",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,,3.0,3.0,2021-09-26,BAL,@,DET,"W, 19-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,,,4.0,4.0,2021-10-03,BAL,@,DEN,"W, 23-7",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,,,5.0,5.0,2021-10-11,BAL,,IND,"W, 31-25 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,1.0,1.0,6.0,6.0,2021-10-17,BAL,,LAC,"W, 34-6",,6,4,29,7.3,0,66.7,4.8,0,0,0,0,0,0,45,65.2,0,0.0,0,0.0
6,2.0,2.0,7.0,7.0,2021-10-24,BAL,,CIN,"L, 17-41",,6,3,80,26.7,0,50.0,13.3,0,0,0,0,0,0,46,63.0,0,0.0,0,0.0
7,3.0,3.0,8.0,9.0,2021-11-07,BAL,,MIN,"W, 34-31 (OT)",*,8,5,52,10.4,0,62.5,6.5,0,0,0,0,0,0,65,66.3,0,0.0,0,0.0
8,4.0,4.0,9.0,10.0,2021-11-11,BAL,@,MIA,"L, 10-22",,8,6,80,13.3,0,75.0,10.0,0,0,0,1,0,0,40,54.8,0,0.0,0,0.0
9,5.0,5.0,10.0,11.0,2021-11-21,BAL,@,CHI,"W, 16-13",,6,3,29,9.7,0,50.0,4.8,0,0,0,0,0,0,57,70.4,0,0.0,0,0.0
10,6.0,6.0,11.0,12.0,2021-11-28,BAL,,CLE,"W, 16-10",*,4,4,31,7.8,0,100.0,7.8,0,0,0,0,0,0,36,44.4,0,0.0,0,0.0
11,7.0,7.0,12.0,13.0,2021-12-05,BAL,@,PIT,"L, 19-20",,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,33,44.6,0,0.0,0,0.0
12,8.0,8.0,13.0,14.0,2021-12-12,BAL,@,CLE,"L, 22-24",,8,7,103,14.7,0,87.5,12.9,0,0,0,0,0,0,48,64.9,0,0.0,0,0.0
13,9.0,9.0,14.0,15.0,2021-12-19,BAL,,GNB,"L, 30-31",,2,1,5,5.0,0,50.0,2.5,0,0,0,0,0,0,65,92.9,0,0.0,0,0.0
14,10.0,10.0,15.0,16.0,2021-12-26,BAL,@,CIN,"L, 21-41",*,5,4,26,6.5,1,80.0,5.2,0,0,0,0,0,0,48,81.4,0,0.0,0,0.0
15,11.0,11.0,16.0,17.0,2022-01-02,BAL,,LAR,"L, 19-20",*,10,7,58,8.3,0,70.0,5.8,0,0,0,0,0,0,59,83.1,0,0.0,0,0.0
16,12.0,12.0,17.0,18.0,2022-01-09,BAL,,PIT,"L, 13-16 (OT)",,4,2,22,11.0,0,50.0,5.5,0,0,0,0,0,0,62,87.3,0,0.0,0,0.0
17,,,,,,,,,4-8,,68,46,515,11.2,1,67.6,7.6,0,0,0,1,0,0,604,67.6,0,0.0,0,0.0
