,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,19.0,1.0,1.0,2023-09-10,BAL,,HOU,"W, 25-9",,3,3,35,11.7,0,100.0,11.7,0,0,0,,25,39.1,0,0.0,0,0.0
1,2.0,20.0,2.0,2.0,2023-09-17,BAL,@,CIN,"W, 27-24",,3,3,18,6.0,0,100.0,6.0,0,0,0,,44,58.7,0,0.0,0,0.0
2,3.0,21.0,3.0,3.0,2023-09-24,BAL,,IND,"L, 19-22 (OT)",*,3,1,6,6.0,0,33.3,2.0,0,0,0,,50,69.4,0,0.0,1,2.8
3,3.0,,4.0,4.0,2023-10-01,BAL,@,CLE,"W, 28-3",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,22.0,5.0,5.0,2023-10-08,BAL,@,PIT,"L, 10-17",*,3,1,8,8.0,0,33.3,2.7,0,0,0,,27,38.6,0,0.0,0,0.0
5,5.0,23.0,6.0,6.0,2023-10-15,BAL,@,TEN,"W, 24-16",*,3,2,15,7.5,0,66.7,5.0,0,0,0,,34,47.9,0,0.0,1,3.2
6,6.0,24.0,7.0,7.0,2023-10-22,BAL,,DET,"W, 38-6",,3,2,36,18.0,0,66.7,12.0,0,0,0,,29,48.3,0,0.0,0,0.0
7,7.0,25.0,8.0,8.0,2023-10-29,BAL,@,ARI,"W, 31-24",,2,2,34,17.0,0,100.0,17.0,1,18,0,18.0,40,61.5,0,0.0,3,10.7
8,8.0,26.0,9.0,9.0,2023-11-05,BAL,,SEA,"W, 37-3",*,5,3,28,9.3,0,60.0,5.6,0,0,0,,43,56.6,0,0.0,0,0.0
9,9.0,27.0,10.0,10.0,2023-11-12,BAL,,CLE,"L, 31-33",*,4,2,25,12.5,0,50.0,6.3,0,0,0,,40,74.1,0,0.0,0,0.0
10,10.0,28.0,11.0,11.0,2023-11-16,BAL,,CIN,"W, 34-20",*,2,1,10,10.0,1,50.0,5.0,0,0,0,,51,77.3,0,0.0,1,3.1
11,11.0,29.0,12.0,12.0,2023-11-26,BAL,@,LAC,"W, 20-10",*,5,2,21,10.5,0,40.0,4.2,0,0,0,,57,80.3,0,0.0,0,0.0
12,12.0,30.0,13.0,14.0,2023-12-10,BAL,,LAR,"W, 37-31 (OT)",*,4,2,24,12.0,0,50.0,6.0,0,0,0,,34,47.2,0,0.0,0,0.0
13,13.0,31.0,14.0,15.0,2023-12-17,BAL,@,JAX,"W, 23-7",*,6,3,39,13.0,0,50.0,6.5,0,0,0,,31,44.3,0,0.0,0,0.0
14,14.0,32.0,15.0,16.0,2023-12-25,BAL,@,SFO,"W, 33-19",*,4,1,14,14.0,0,25.0,3.5,0,0,0,,37,54.4,0,0.0,1,3.7
15,15.0,33.0,16.0,17.0,2023-12-31,BAL,,MIA,"W, 56-19",*,6,4,54,13.5,0,66.7,9.0,0,0,0,,41,71.9,0,0.0,0,0.0
16,16.0,34.0,17.0,18.0,2024-01-06,BAL,,PIT,"L, 10-17",*,0,0,0,,0,,,0,0,0,,27,47.4,0,0.0,0,0.0
17,,,,,,,,,12-4,,56,32,367,11.5,1,57.1,6.6,1,18,0,18.0,610,57.1,0,0.0,7,1.6
