,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2020-09-13,BUF,,NYJ,"W, 27-17",,9,11,0,1.2,4,3,16,5.3,1,75.0,4.0,39,44.8,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2020-09-20,BUF,@,MIA,"W, 31-28",,8,37,0,4.6,0,0,0,,0,,,28,45.9,0,0.0,0,0.0
2,2.0,,3.0,3.0,2020-09-27,BUF,,LAR,"W, 35-32",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,,4.0,4.0,2020-10-04,BUF,@,LVR,"W, 30-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2.0,,5.0,5.0,2020-10-13,BUF,@,TEN,"L, 16-42",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,3.0,3.0,6.0,6.0,2020-10-19,BUF,,KAN,"L, 17-26",,5,10,0,2.0,0,0,0,,0,,,13,24.5,0,0.0,0,0.0
6,4.0,4.0,7.0,7.0,2020-10-25,BUF,@,NYJ,"W, 18-10",,7,47,0,6.7,3,3,25,8.3,0,100.0,8.3,35,47.3,0,0.0,0,0.0
7,5.0,5.0,8.0,8.0,2020-11-01,BUF,,NWE,"W, 24-21",,14,81,2,5.8,1,0,0,,0,0.0,0.0,31,53.4,0,0.0,0,0.0
8,6.0,6.0,9.0,9.0,2020-11-08,BUF,,SEA,"W, 44-34",,9,18,1,2.0,2,2,30,15.0,0,100.0,15.0,38,55.9,0,0.0,0,0.0
9,7.0,7.0,10.0,10.0,2020-11-15,BUF,@,ARI,"L, 30-32",,7,20,0,2.9,2,1,-3,-3.0,0,50.0,-1.5,39,53.4,0,0.0,0,0.0
10,8.0,8.0,11.0,12.0,2020-11-29,BUF,,LAC,"W, 27-17",,9,59,0,6.6,2,2,9,4.5,0,100.0,4.5,37,59.7,0,0.0,0,0.0
11,9.0,9.0,12.0,13.0,2020-12-07,BUF,@,SFO,"W, 34-24",,3,9,0,3.0,1,1,5,5.0,0,100.0,5.0,11,15.1,0,0.0,0,0.0
12,10.0,10.0,13.0,14.0,2020-12-13,BUF,,PIT,"W, 26-15",,13,43,0,3.3,1,0,0,,0,0.0,0.0,44,58.7,0,0.0,0,0.0
13,11.0,11.0,14.0,15.0,2020-12-19,BUF,@,DEN,"W, 48-19",,13,81,0,6.2,0,0,0,,0,,,34,46.6,0,0.0,0,0.0
14,12.0,12.0,15.0,16.0,2020-12-28,BUF,@,NWE,"W, 38-9",,12,57,1,4.8,1,1,0,0.0,0,100.0,0.0,36,50.0,0,0.0,0,0.0
15,13.0,13.0,16.0,17.0,2021-01-03,BUF,,MIA,"W, 56-26",,3,8,0,2.7,1,1,13,13.0,0,100.0,13.0,18,28.1,0,0.0,0,0.0
16,,,,,,,,,11-2,,112,481,4,4.3,18,14,95,6.8,1,77.8,5.3,403,45.1,0,0.0,0,0.0
