,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2024-09-08,NOR,,CAR,"W, 47-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2024-09-15,NOR,@,DAL,"W, 44-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,,3.0,3.0,2024-09-22,NOR,,PHI,"L, 12-15",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,,4.0,4.0,2024-09-29,NOR,@,ATL,"L, 24-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,,,5.0,5.0,2024-10-07,NOR,@,KAN,"L, 13-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,1.0,1.0,6.0,6.0,2024-10-13,NOR,,TAM,"L, 27-51",*,22,40,55.0,243,1,2,6.1,4.33,60.7,5,21,4,27,0,6.8,1,0,0,1,-5,0,70,100.0,0,0.0,0,0.0
6,2.0,2.0,7.0,7.0,2024-10-17,NOR,,DEN,"L, 10-33",*,25,35,71.4,172,0,0,4.9,4.91,82.1,6,36,5,34,0,6.8,2,2,0,0,0,0,65,92.9,0,0.0,0,0.0
7,3.0,3.0,8.0,8.0,2024-10-27,NOR,@,LAC,"L, 8-26",*,12,24,50.0,156,0,0,6.5,6.50,70.8,3,16,0,0,0,,0,0,0,0,0,0,45,61.6,0,0.0,0,0.0
8,3.0,,9.0,9.0,2024-11-03,NOR,@,CAR,"L, 22-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,3.0,,10.0,10.0,2024-11-10,NOR,,ATL,"W, 20-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,3.0,,11.0,11.0,2024-11-17,NOR,,CLE,"W, 35-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,3.0,,12.0,13.0,2024-12-01,NOR,,LAR,"L, 14-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,3.0,,13.0,14.0,2024-12-08,NOR,@,NYG,"W, 14-11",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,4.0,4.0,14.0,15.0,2024-12-15,NOR,,WAS,"L, 19-20",,10,21,47.6,135,1,0,6.4,7.38,84.4,0,0,0,0,0,,0,0,0,0,0,0,34,61.8,0,0.0,0,0.0
