,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards
0,2024,24,NOR,NFL,QB,7,6,0-6-0,130,228,57.0,1317,4,1.8,5,2.2,62,34.8,41,5.8,5.14,10.1,188.1,70.4,40.3,22,136,8.8,4.72,4.14,0,0,2,
1,1 Yr,1 Yr,1 Yr,1 Yr,,7,6,0-6-0,130,228,57.0,1317,4,1.8,5,2.2,62,34.8,41,5.8,5.14,10.1,188.1,70.4,,22,136,8.8,4.72,4.14,0,0,2,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,15,0-6-0,316,554,57.0,3198,10,1.8,12,2.2,151,34.8,41,5.8,5.14,10.1,188.1,70.4,,53,330,8.8,4.72,4.14,0,0,5,
