,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2008,23,MIN,NFL,RB,1.0,1.0,20.0,83.0,2.0,2.0,35.0,40.0,4.2,83.0,20.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,4.2,83.0,2.0,0.0,
1,2009,24,MIN,NFL,RB,2.0,2.0,51.0,185.0,3.0,9.0,35.3,27.0,3.6,92.5,25.5,4.0,3.0,33.0,11.0,0.0,2.0,50.0,19.0,1.5,16.5,75.0,8.3,54.0,4.0,218.0,3.0,2.0,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2012,27,MIN,NFL,RB,1.0,1.0,22.0,99.0,0.0,7.0,59.1,18.0,4.5,99.0,22.0,3.0,1.0,8.0,8.0,0.0,0.0,33.3,8.0,1.0,8.0,33.3,2.7,23.0,4.7,107.0,0.0,0.0,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2015,30,MIN,NFL,RB,1.0,1.0,23.0,45.0,0.0,2.0,17.4,13.0,2.0,45.0,23.0,2.0,2.0,13.0,6.5,0.0,0.0,100.0,8.0,2.0,13.0,100.0,6.5,25.0,2.3,58.0,0.0,1.0,
6,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,5.0,5.0,116.0,412.0,5.0,20.0,36.2,40.0,3.6,82.4,23.2,10.0,6.0,54.0,9.0,0.0,2.0,50.0,19.0,1.2,10.8,60.0,5.4,122.0,3.8,466.0,5.0,3.0,
7,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,17.0,394.0,1401.0,17.0,68.0,36.2,40.0,3.6,82.4,23.2,34.0,20.0,184.0,9.0,0.0,7.0,50.0,19.0,1.2,10.8,60.0,5.4,415.0,3.8,1584.0,17.0,10.0,
