,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2023,24,GNB,NFL,WR,2,0,3,2,20,10.0,0,1,66.7,11,1.0,10.0,66.7,6.7,0,0,0,0,0.0,0.0,2,10.0,20,0,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,2,0,3,2,20,10.0,0,1,66.7,11,1.0,10.0,66.7,6.7,0,0,0,0,0.0,0.0,2,10.0,20,0,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,0,26,17,170,10.0,0,9,66.7,11,1.0,10.0,66.7,6.7,0,0,0,0,0.0,0.0,17,10.0,170,0,0,
