,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2024-09-08,NWE,@,CIN,"W, 16-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2.0,2024-09-15,NWE,,SEA,"L, 20-23 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1.0,1.0,3.0,3.0,2024-09-19,NWE,@,NYJ,"L, 3-24",,4,8,50.0,22,0,0,2.8,2.75,56.2,2,13,2,12,0,6.0,0,0,0,0,0,0,16,30.8,0,0.0,0,0.0
3,1.0,,4.0,4.0,2024-09-29,NWE,@,SFO,"L, 13-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,1.0,,5.0,5.0,2024-10-06,NWE,,MIA,"L, 10-15",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2.0,2.0,6.0,6.0,2024-10-13,NWE,,HOU,"L, 21-41",*,20,33,60.6,243,3,2,7.4,6.45,88.3,4,34,5,38,0,7.6,1,1,0,0,0,0,66,100.0,0,0.0,0,0.0
6,3.0,3.0,7.0,7.0,2024-10-20,NWE,@,JAX,"L, 16-32",*,26,37,70.3,276,2,0,7.5,8.54,109.7,2,19,3,18,0,6.0,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0
7,4.0,4.0,8.0,8.0,2024-10-27,NWE,,NYJ,"W, 25-22",*,3,6,50.0,23,0,0,3.8,3.83,59.7,1,8,3,46,1,15.3,0,0,0,0,0,0,20,29.9,0,0.0,0,0.0
8,5.0,5.0,9.0,9.0,2024-11-03,NWE,@,TEN,"L, 17-20 (OT)",*,29,41,70.7,206,1,2,5.0,3.32,69.8,4,21,8,95,0,11.9,2,1,0,0,-2,0,69,100.0,0,0.0,0,0.0
9,6.0,6.0,10.0,10.0,2024-11-10,NWE,@,CHI,"W, 19-3",*,15,25,60.0,184,1,1,7.4,6.36,79.4,1,0,4,24,0,6.0,0,0,0,1,0,0,64,100.0,0,0.0,0,0.0
10,7.0,7.0,11.0,11.0,2024-11-17,NWE,,LAR,"L, 22-28",*,29,39,74.4,282,2,1,7.2,7.10,100.6,3,25,3,27,0,9.0,1,1,0,0,0,0,76,100.0,0,0.0,0,0.0
11,8.0,8.0,12.0,12.0,2024-11-24,NWE,@,MIA,"L, 15-34",*,22,37,59.5,222,1,1,6.0,5.32,74.4,4,39,5,26,0,5.2,1,1,0,0,0,0,69,100.0,0,0.0,0,0.0
12,9.0,9.0,13.0,13.0,2024-12-01,NWE,,IND,"L, 24-25",*,24,30,80.0,238,1,1,7.9,7.10,96.9,4,16,5,59,0,11.8,0,0,0,0,0,0,71,98.6,0,0.0,0,0.0
13,10.0,10.0,14.0,15.0,2024-12-15,NWE,@,ARI,"L, 17-30",*,19,23,82.6,202,1,1,8.8,7.70,99.6,2,7,4,14,1,3.5,1,0,0,2,-1,0,51,100.0,0,0.0,0,0.0
14,11.0,11.0,15.0,16.0,2024-12-22,NWE,@,BUF,"L, 21-24",*,22,36,61.1,261,2,1,7.3,7.11,90.2,2,8,6,30,0,5.0,2,1,0,1,-12,0,73,100.0,0,0.0,0,0.0
15,12.0,12.0,16.0,17.0,2024-12-28,NWE,,LAC,"L, 7-40",*,12,22,54.5,117,1,0,5.3,6.23,84.8,4,30,6,32,0,5.3,1,1,0,0,-11,0,43,81.1,0,0.0,0,0.0
16,13.0,13.0,17.0,18.0,2025-01-05,NWE,,BUF,"W, 23-16",*,0,1,0.0,0,0,0,0.0,0.00,39.6,1,9,0,0,0,,0,0,0,0,0,0,3,4.7,0,0.0,0,0.0
17,,,,,,,,,3-10,,225,338,66.6,2276,15,10,6.7,6.29,88.1,34,229,54,421,2,7.8,9,6,0,4,-26,0,681,81.5,0,0.0,0,0.0
