,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,38.0,1.0,1.0,2020-09-13,CLE,@,BAL,"L, 6-38",*,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,48,81.4,6,24.0
1,2.0,39.0,2.0,2.0,2020-09-17,CLE,,CIN,"W, 35-30",*,1.0,3,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,84,91.3,5,18.5
2,3.0,40.0,3.0,3.0,2020-09-27,CLE,,WAS,"W, 34-20",*,2.0,4,4,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0.0,49,76.6,3,10.7
3,4.0,41.0,4.0,4.0,2020-10-04,CLE,@,DAL,"W, 49-38",*,2.0,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,60,73.2,3,9.7
4,5.0,42.0,5.0,5.0,2020-10-11,CLE,,IND,"W, 32-23",*,1.0,4,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,92.9,5,17.9
5,6.0,43.0,6.0,6.0,2020-10-18,CLE,@,PIT,"L, 7-38",*,1.0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50,76.9,5,18.5
6,7.0,44.0,7.0,7.0,2020-10-25,CLE,@,CIN,"W, 37-34",*,2.0,3,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,70,93.3,6,21.4
7,8.0,45.0,8.0,8.0,2020-11-01,CLE,,LVR,"L, 6-16",*,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33,45.8,3,16.7
8,9.0,46.0,9.0,10.0,2020-11-15,CLE,,HOU,"W, 10-7",*,0.5,6,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46,80.7,3,17.6
9,9.0,,10.0,11.0,2020-11-22,CLE,,PHI,"W, 22-17",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
10,9.0,,11.0,12.0,2020-11-29,CLE,@,JAX,"W, 27-25",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
11,10.0,47.0,12.0,13.0,2020-12-06,CLE,@,TEN,"W, 41-35",*,1.0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,53,72.6,1,3.3
12,11.0,48.0,13.0,14.0,2020-12-14,CLE,,BAL,"L, 42-47",*,0.0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54,90.0,6,18.2
13,12.0,49.0,14.0,15.0,2020-12-20,CLE,@,NYG,"W, 20-6",*,0.5,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,90.7,4,21.1
14,13.0,50.0,15.0,16.0,2020-12-27,CLE,@,NYJ,"L, 16-23",*,1.0,4,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,58,84.1,6,17.6
15,14.0,51.0,16.0,17.0,2021-01-03,CLE,,PIT,"W, 24-22",*,0.0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,52,77.6,4,16.0
16,,,,,,,,,9-5,,12.0,48,33,15,10,18,0,0,0,0,2,0,0,4,2,0,0,0,0.0,758,80.2,60,16.2
