,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,118.0,1.0,1.0,2025-09-07,CLE,,CIN,"L, 16-17",*,2.0,5,5,0,4,3,0,0,0.0,45,86.5,3,13.0
1,2.0,119.0,2.0,2.0,2025-09-14,CLE,@,BAL,"L, 17-41",*,1.5,5,2,3,2,2,0,0,0.0,38,67.9,8,24.2
2,3.0,120.0,3.0,3.0,2025-09-21,CLE,,GNB,"W, 13-10",*,0.5,6,2,4,1,1,0,0,0.0,52,80.0,3,13.0
3,,,,,,,,,1-2,,4.0,16,9,7,7,6,0,0,0.0,135,78.0,14,17.7
