,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,101.0,1.0,1.0,2024-09-08,CLE,,DAL,"L, 17-33",*,1.0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,48,76.2,7,19.4
1,2.0,102.0,2.0,2.0,2024-09-15,CLE,@,JAX,"W, 18-13",*,1.0,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,41,68.3,4,14.8
2,3.0,103.0,3.0,3.0,2024-09-22,CLE,,NYG,"L, 15-21",*,0.0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,58.3,2,7.7
3,4.0,104.0,4.0,4.0,2024-09-29,CLE,@,LVR,"L, 16-20",*,2.0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44,74.6,0,0.0
4,5.0,105.0,5.0,5.0,2024-10-06,CLE,@,WAS,"L, 13-34",*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,77.6,6,19.4
5,6.0,106.0,6.0,6.0,2024-10-13,CLE,@,PHI,"L, 16-20",*,0.0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,79.0,5,18.5
6,7.0,107.0,7.0,7.0,2024-10-20,CLE,,CIN,"L, 14-21",*,0.0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44,80.0,4,14.3
7,8.0,108.0,8.0,8.0,2024-10-27,CLE,,BAL,"W, 29-24",*,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,80.9,5,17.2
8,9.0,109.0,9.0,9.0,2024-11-03,CLE,,LAC,"L, 10-27",*,3.0,5,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44,77.2,6,20.7
9,10.0,110.0,10.0,11.0,2024-11-17,CLE,@,NOR,"L, 14-35",*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,75.0,5,20.0
10,11.0,111.0,11.0,12.0,2024-11-21,CLE,,PIT,"W, 24-19",*,3.0,5,3,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0.0,53,76.8,4,20.0
11,12.0,112.0,12.0,13.0,2024-12-02,CLE,@,DEN,"L, 32-41",*,0.0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,47,71.2,7,18.9
12,13.0,113.0,13.0,14.0,2024-12-08,CLE,@,PIT,"L, 14-27",*,1.0,3,2,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,49,75.4,10,34.5
13,14.0,114.0,14.0,15.0,2024-12-15,CLE,,KAN,"L, 7-21",*,0.0,3,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,60,80.0,3,11.5
14,15.0,115.0,15.0,16.0,2024-12-22,CLE,@,CIN,"L, 6-24",*,1.0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,80.4,6,28.6
15,16.0,116.0,16.0,17.0,2024-12-29,CLE,,MIA,"L, 3-20",*,2.0,4,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,86.7,3,13.0
16,17.0,117.0,17.0,18.0,2025-01-04,CLE,@,BAL,"L, 10-35",*,0.0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,80.0,5,20.0
17,,,,,,,,,3-14,,14.0,47,40,7,22,28,0,0,0,0,1,0,0,3,1,0,0,0,0.0,826,76.2,82,17.6
