,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,52.0,1.0,1.0,2021-09-12,CLE,@,KAN,"L, 29-33",*,1.0,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50,76.9,3,12.5
1,2.0,53.0,2.0,2.0,2021-09-19,CLE,,HOU,"W, 31-21",*,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,80.3,3,12.0
2,3.0,54.0,3.0,3.0,2021-09-26,CLE,,CHI,"W, 26-6",*,4.5,7,6,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,37,82.2,2,7.4
3,4.0,55.0,4.0,4.0,2021-10-03,CLE,@,MIN,"W, 14-7",*,0.5,5,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,91.0,1,4.5
4,5.0,56.0,5.0,5.0,2021-10-10,CLE,@,LAC,"L, 42-47",*,1.0,2,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,60,80.0,2,6.3
5,6.0,57.0,6.0,6.0,2021-10-17,CLE,,ARI,"L, 14-37",*,1.0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,53,70.7,6,26.1
6,7.0,58.0,7.0,7.0,2021-10-21,CLE,,DEN,"W, 17-14",*,1.5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33,66.0,2,10.0
7,8.0,59.0,8.0,8.0,2021-10-31,CLE,,PIT,"L, 10-15",*,1.0,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,74.3,2,10.5
8,9.0,60.0,9.0,9.0,2021-11-07,CLE,@,CIN,"W, 41-16",*,1.5,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50,66.7,1,3.6
9,10.0,61.0,10.0,10.0,2021-11-14,CLE,@,NWE,"L, 7-45",*,1.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,45,67.2,5,21.7
10,11.0,62.0,11.0,11.0,2021-11-21,CLE,,DET,"W, 13-10",*,0.0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,93.8,2,9.1
11,12.0,63.0,12.0,12.0,2021-11-28,CLE,@,BAL,"L, 10-16",*,1.0,5,2,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,60,74.1,5,20.8
12,13.0,64.0,13.0,14.0,2021-12-12,CLE,,BAL,"W, 24-22",*,1.0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,15,1,0,0.0,57,77.0,5,16.1
13,14.0,65.0,14.0,15.0,2021-12-20,CLE,,LVR,"L, 14-16",*,0.0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,87.0,5,19.2
14,15.0,66.0,15.0,16.0,2021-12-25,CLE,@,GNB,"L, 22-24",*,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,88.1,4,17.4
15,16.0,67.0,16.0,17.0,2022-01-03,CLE,@,PIT,"L, 14-26",*,0.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65,80.2,4,12.9
16,17.0,68.0,17.0,18.0,2022-01-09,CLE,,CIN,"W, 21-16",*,1.0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33,61.1,1,4.0
17,,,,,,,,,8-9,,16.0,51,33,18,17,33,0,0,0,0,3,0,0,1,1,15,1,0,0.0,865,77.2,53,12.5
