,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,69.0,1.0,1.0,2022-09-11,CLE,@,CAR,"W, 26-24",*,2.0,4,4,0,3,2,0,0,0,0,1,0,0.0,45,84.9,4,12.5
1,2.0,70.0,2.0,2.0,2022-09-18,CLE,,NYJ,"L, 30-31",*,1.0,1,1,0,1,2,0,0,0,0,0,0,0.0,57,81.4,5,16.7
2,3.0,71.0,3.0,3.0,2022-09-22,CLE,,PIT,"W, 29-17",*,0.0,2,0,2,0,1,0,0,0,0,0,0,0.0,54,91.5,6,21.4
3,3.0,,4.0,4.0,2022-10-02,CLE,@,ATL,"L, 20-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,72.0,5.0,5.0,2022-10-09,CLE,,LAC,"L, 28-30",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,58,81.7,6,22.2
5,5.0,73.0,6.0,6.0,2022-10-16,CLE,,NWE,"L, 15-38",*,2.0,6,3,3,2,1,0,0,0,0,0,0,0.0,50,71.4,4,13.8
6,6.0,74.0,7.0,7.0,2022-10-23,CLE,@,BAL,"L, 20-23",*,1.0,4,4,0,1,1,0,0,0,0,0,0,0.0,51,79.7,0,0.0
7,7.0,75.0,8.0,8.0,2022-10-31,CLE,,CIN,"W, 32-13",*,1.5,2,1,1,1,4,0,0,0,0,1,0,0.0,42,79.2,3,13.0
8,8.0,76.0,9.0,10.0,2022-11-13,CLE,@,MIA,"L, 17-39",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0.0,44,63.8,5,21.7
9,9.0,77.0,10.0,11.0,2022-11-20,CLE,@,BUF,"L, 23-31",*,1.0,3,2,1,1,1,0,0,0,0,0,0,0.0,49,75.4,6,20.0
10,10.0,78.0,11.0,12.0,2022-11-27,CLE,,TAM,"W, 23-17 (OT)",*,1.5,3,1,2,1,3,0,0,0,0,0,0,0.0,65,94.2,3,9.7
11,11.0,79.0,12.0,13.0,2022-12-04,CLE,@,HOU,"W, 27-14",*,0.0,3,3,0,1,1,0,0,0,0,0,0,0.0,46,70.8,4,12.9
12,12.0,80.0,13.0,14.0,2022-12-11,CLE,@,CIN,"L, 10-23",*,2.0,6,4,2,3,3,0,0,0,0,2,0,0.0,51,76.1,0,0.0
13,13.0,81.0,14.0,15.0,2022-12-17,CLE,,BAL,"W, 13-3",*,1.5,3,2,1,1,3,0,0,0,0,0,0,0.0,49,77.8,2,11.1
14,14.0,82.0,15.0,16.0,2022-12-24,CLE,,NOR,"L, 10-17",,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,36,66.7,1,4.5
15,15.0,83.0,16.0,17.0,2023-01-01,CLE,@,WAS,"W, 24-10",*,1.5,8,4,4,1,2,0,0,0,0,0,0,0.0,52,75.4,2,9.5
16,16.0,84.0,17.0,18.0,2023-01-08,CLE,@,PIT,"L, 14-28",*,1.0,7,3,4,2,2,0,0,0,0,0,0,0.0,68,93.2,5,22.7
17,,,,,,,,,7-9,,16.0,60,37,23,18,26,0,0,0,0,4,0,0.0,817,79.0,56,13.4
