,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2017-09-10,CLE,,PIT,"L, 18-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2017-09-17,CLE,@,BAL,"L, 10-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,,3.0,3.0,2017-09-24,CLE,@,IND,"L, 28-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,,4.0,4.0,2017-10-01,CLE,,CIN,"L, 7-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,1.0,5.0,5.0,2017-10-08,CLE,,NYJ,"L, 14-17",,2.0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,35.8,0,0.0
5,2.0,2.0,6.0,6.0,2017-10-15,CLE,@,HOU,"L, 17-33",,1.0,5,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33,50.0,5,15.2
6,3.0,3.0,7.0,7.0,2017-10-22,CLE,,TEN,"L, 9-12 (OT)",*,1.0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,79.2,6,24.0
7,3.0,,8.0,8.0,2017-10-29,CLE,,MIN,"L, 16-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,4.0,4.0,9.0,10.0,2017-11-12,CLE,@,DET,"L, 24-38",*,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,73.1,6,19.4
9,5.0,5.0,10.0,11.0,2017-11-19,CLE,,JAX,"L, 7-19",*,0.0,3,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,60,76.9,5,16.1
10,6.0,6.0,11.0,12.0,2017-11-26,CLE,@,CIN,"L, 16-30",*,1.0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,47,77.0,6,22.2
11,7.0,7.0,12.0,13.0,2017-12-03,CLE,@,LAC,"L, 10-19",*,0.0,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,78.6,7,33.3
12,8.0,8.0,13.0,14.0,2017-12-10,CLE,,GNB,"L, 21-27 (OT)",*,0.0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,78.9,3,12.5
13,9.0,9.0,14.0,15.0,2017-12-17,CLE,,BAL,"L, 10-27",*,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,55,72.4,8,32.0
14,10.0,10.0,15.0,16.0,2017-12-24,CLE,@,CHI,"L, 3-20",*,1.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,67.7,3,12.0
15,11.0,11.0,16.0,17.0,2017-12-31,CLE,@,PIT,"L, 24-28",*,1.0,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,52,88.1,6,22.2
16,,,,,,,,,0-11,,7.0,31,19,12,9,18,0,0,0,0,1,0,0,1,1,0,0,0,0.0,518,71.4,55,19.0
