,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,45.0,1.0,1.0,2021-09-12,ATL,,PHI,"L, 6-32",*,8,5,51,10.2,0,62.5,6.4,0.0,0,0,0,0,0,0,61,84.7,0,0.0,0,0.0
1,2.0,46.0,2.0,2.0,2021-09-19,ATL,@,TAM,"L, 25-48",*,10,7,63,9.0,1,70.0,6.3,0.0,0,0,0,0,0,0,60,83.3,0,0.0,0,0.0
2,3.0,47.0,3.0,3.0,2021-09-26,ATL,@,NYG,"W, 17-14",*,11,8,61,7.6,0,72.7,5.5,0.0,0,0,0,0,0,0,59,95.2,0,0.0,0,0.0
3,4.0,48.0,4.0,4.0,2021-10-03,ATL,,WAS,"L, 30-34",*,13,7,80,11.4,0,53.8,6.2,0.0,0,0,0,0,0,0,73,96.1,0,0.0,0,0.0
4,4.0,,5.0,5.0,2021-10-10,ATL,,NYJ,"W, 27-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,5.0,49.0,6.0,7.0,2021-10-24,ATL,@,MIA,"W, 30-28",*,10,4,26,6.5,1,40.0,2.6,0.0,1,1,0,0,0,0,46,73.0,0,0.0,0,0.0
6,5.0,,7.0,8.0,2021-10-31,ATL,,CAR,"L, 13-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,5.0,,8.0,9.0,2021-11-07,ATL,@,NOR,"W, 27-25",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,5.0,,9.0,10.0,2021-11-14,ATL,@,DAL,"L, 3-43",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,5.0,,10.0,11.0,2021-11-18,ATL,,NWE,"L, 0-25",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
