,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2019-09-08,ATL,@,MIN,"L, 12-28",*,6,4,64,16.0,1,66.7,10.7,0,0,0,,57,77.0,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2019-09-15,ATL,,PHI,"W, 24-20",*,10,8,105,13.1,1,80.0,10.5,0,0,0,,41,62.1,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2019-09-22,ATL,@,IND,"L, 24-27",,1,1,6,6.0,0,100.0,6.0,0,0,0,,45,75.0,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2019-09-29,ATL,,TEN,"L, 10-24",*,6,3,32,10.7,0,50.0,5.3,0,0,0,,60,75.9,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2019-10-06,ATL,@,HOU,"L, 32-53",*,9,5,88,17.6,1,55.6,9.8,0,0,0,,60,81.1,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2019-10-13,ATL,@,ARI,"L, 33-34",*,6,4,48,12.0,1,66.7,8.0,0,0,0,,39,58.2,0,0.0,0,0.0
6,7.0,23.0,7.0,7.0,2019-10-20,ATL,,LAR,"L, 10-37",,6,4,30,7.5,0,66.7,5.0,0,0,0,,36,65.5,0,0.0,0,0.0
7,8.0,24.0,8.0,8.0,2019-10-27,ATL,,SEA,"L, 20-27",,7,4,70,17.5,0,57.1,10.0,0,0,0,,61,80.3,0,0.0,0,0.0
8,9.0,25.0,9.0,10.0,2019-11-10,ATL,@,NOR,"W, 26-9",*,5,3,28,9.3,0,60.0,5.6,1,19,0,19.0,68,89.5,0,0.0,0,0.0
9,10.0,26.0,10.0,11.0,2019-11-17,ATL,@,CAR,"W, 29-3",*,8,8,143,17.9,1,100.0,17.9,0,0,0,,52,80.0,0,0.0,0,0.0
10,11.0,27.0,11.0,12.0,2019-11-24,ATL,,TAM,"L, 22-35",*,14,6,85,14.2,1,42.9,6.1,1,15,0,15.0,72,84.7,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2019-11-28,ATL,,NOR,"L, 18-26",*,10,8,91,11.4,0,80.0,9.1,0,0,0,,85,93.4,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2019-12-08,ATL,,CAR,"W, 40-20",*,5,5,76,15.2,1,100.0,15.2,0,0,0,,36,52.2,0,0.0,0,0.0
13,13.0,,14.0,15.0,2019-12-15,ATL,@,SFO,"W, 29-22",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
14,13.0,,15.0,16.0,2019-12-22,ATL,,JAX,"W, 24-12",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
15,13.0,,16.0,17.0,2019-12-29,ATL,@,TAM,"W, 28-22 (OT)",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
16,,,,,,,,,4-9,,93,63,866,13.7,7,67.7,9.3,2,34,0,17.0,712,76.0,0,0.0,0,0.0
