,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,8.0,1.0,1.0,2021-09-12,NOR,,GNB,"W, 38-3",,3,3,21,7.0,2,100.0,7.0,0.0,0,0,0,0,0,0,12,19.4,0,0.0,6,27.3
1,2.0,9.0,2.0,2.0,2021-09-19,NOR,@,CAR,"L, 7-26",,3,1,23,23.0,0,33.3,7.7,0.0,0,0,0,0,0,0,18,40.9,0,0.0,8,32.0
2,3.0,10.0,3.0,3.0,2021-09-26,NOR,@,NWE,"W, 28-13",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,8,12.9,0,0.0,9,31.0
3,4.0,11.0,4.0,4.0,2021-10-03,NOR,,NYG,"L, 21-27 (OT)",,3,2,20,10.0,1,66.7,6.7,0.0,0,0,0,0,0,0,14,20.6,0,0.0,10,40.0
4,5.0,12.0,5.0,5.0,2021-10-10,NOR,@,WAS,"W, 33-22",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,6,10.7,0,0.0,14,48.3
5,6.0,13.0,6.0,7.0,2021-10-25,NOR,@,SEA,"W, 13-10",,1,1,8,8.0,0,100.0,8.0,0.0,1,0,1,0,0,0,20,27.0,0,0.0,11,44.0
6,7.0,14.0,7.0,8.0,2021-10-31,NOR,,TAM,"W, 36-27",*,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,17,22.4,0,0.0,10,34.5
7,7.0,,8.0,9.0,2021-11-07,NOR,,ATL,"L, 25-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,8.0,15.0,9.0,10.0,2021-11-14,NOR,@,TEN,"L, 21-23",,3,2,36,18.0,0,66.7,12.0,0.0,0,0,0,0,0,0,10,14.9,0,0.0,12,41.4
9,8.0,,10.0,11.0,2021-11-21,NOR,@,PHI,"L, 29-40",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9.0,16.0,11.0,12.0,2021-11-25,NOR,,BUF,"L, 6-31",,0,0,0,,0,,,0.0,0,0,0,0,0,0,24,42.1,0,0.0,8,36.4
11,10.0,17.0,12.0,13.0,2021-12-02,NOR,,DAL,"L, 17-27",,1,1,27,27.0,0,100.0,27.0,0.0,0,0,0,0,0,0,24,34.3,0,0.0,7,21.9
12,11.0,18.0,13.0,14.0,2021-12-12,NOR,@,NYJ,"W, 30-9",,1,1,15,15.0,0,100.0,15.0,0.0,0,0,0,0,0,0,23,32.9,0,0.0,9,30.0
13,12.0,19.0,14.0,15.0,2021-12-19,NOR,@,TAM,"W, 9-0",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,22,36.1,0,0.0,5,18.5
14,12.0,,15.0,16.0,2021-12-27,NOR,,MIA,"L, 3-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,13.0,20.0,16.0,17.0,2022-01-02,NOR,,CAR,"W, 18-10",,2,1,4,4.0,0,50.0,2.0,0.0,0,0,0,0,0,0,27,46.6,0,0.0,0,0.0
16,13.0,,16.0,17.0,2022-01-02,NOR,,CAR,"W, 18-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,14.0,21.0,17.0,18.0,2022-01-09,NOR,@,ATL,"W, 30-20",,2,1,5,5.0,1,50.0,2.5,0.0,0,0,0,0,0,0,11,15.3,0,0.0,4,14.8
18,,,,,,,,,9-5,,22,13,159,12.2,4,59.1,7.2,0.0,1,0,1,0,0,0,236,26.3,0,0.0,113,29.9
