,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,68.0,1.0,1.0,2025-09-07,IND,,MIA,"W, 33-8",*,18,71,0,3.9,3,3,27,9.0,0,100.0,9.0,52,71.2,0,0.0,0,0.0
1,2.0,69.0,2.0,2.0,2025-09-14,IND,,DEN,"W, 29-28",*,25,165,0,6.6,2,2,50,25.0,1,100.0,25.0,66,93.0,0,0.0,0,0.0
2,3.0,70.0,3.0,3.0,2025-09-21,IND,@,TEN,"W, 41-20",*,17,102,3,6.0,4,3,16,5.3,0,75.0,4.0,45,78.9,0,0.0,0,0.0
3,,,,,,,,,3-0,,60,338,3,5.6,9,8,93,11.6,1,88.9,10.3,163,81.1,0,0.0,0,0.0
