,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,23,CLE,NFL,RB,13,0,8,12,0,1,12.5,9,1.5,0.9,0.6,0,0,0,,0,0,,,0.0,0.0,,,8,1.5,12,0,0,0.0,
1,2023,24,CLE,NFL,RB,17,12,204,813,4,33,39.7,69,4.0,47.8,12.0,63,44,319,7.3,5,16,41.3,50.0,2.6,18.8,69.8,5.1,248,4.6,1132,9,1,6.0,
2,2024,25,CLE,NFL,RB,14,6,104,565,3,25,47.1,66,5.4,40.4,7.4,43,37,225,6.1,0,10,37.2,26.0,2.6,16.1,86.0,5.2,141,5.6,790,3,0,4.0,
3,2025,26,CLE,NFL,RB,3,0,12,39,0,1,50.0,8,3.3,13.0,4.0,11,10,30,3.0,0,0,9.1,12.0,3.3,10.0,90.9,2.7,22,3.1,69,0,0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,47,18,328,1429,7,60,41.8,69,4.4,30.4,7.0,117,91,574,6.3,5,26,36.8,50.0,1.9,12.2,77.8,4.9,419,4.8,2003,12,1,10.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,7,119,517,3,22,41.8,69,4.4,30.4,7.0,42,33,208,6.3,2,9,36.8,50.0,1.9,12.2,77.8,4.9,152,4.8,724,4,0,,
