,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,47.0,1.0,1.0,2021-09-12,KAN,,CLE,"W, 33-29",*,27,36,75.0,337,3,0,9.4,11.03,131.4,2,13,5,18,1,3.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
1,2.0,48.0,2.0,2.0,2021-09-19,KAN,@,BAL,"L, 35-36",*,24,31,77.4,343,3,1,11.1,11.55,131.5,0,0,1,3,0,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,51,100.0,0,0.0,0,0.0
2,3.0,49.0,3.0,3.0,2021-09-26,KAN,,LAC,"L, 24-30",*,27,44,61.4,260,3,2,5.9,5.23,81.6,2,9,4,45,0,11.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,79,100.0,0,0.0,0,0.0
3,4.0,50.0,4.0,4.0,2021-10-03,KAN,@,PHI,"W, 42-30",*,24,30,80.0,278,5,1,9.3,11.1,131.0,1,7,5,26,0,5.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
4,5.0,51.0,5.0,5.0,2021-10-10,KAN,,BUF,"L, 20-38",*,33,54,61.1,272,2,2,5.0,4.11,70.9,2,0,8,61,0,7.6,0.0,0,0,0,0,0,0,1,1,0,0,-20,0,86,100.0,0,0.0,0,0.0
5,6.0,52.0,6.0,6.0,2021-10-17,KAN,@,WAS,"W, 31-13",*,32,47,68.1,397,2,2,8.4,7.38,90.5,3,7,3,31,0,10.3,0.0,0,0,0,0,0,0,1,0,0,1,3,0,82,100.0,0,0.0,0,0.0
6,7.0,53.0,7.0,7.0,2021-10-24,KAN,@,TEN,"L, 3-27",*,20,35,57.1,206,0,1,5.9,4.6,62.3,4,31,6,35,0,5.8,0.0,0,0,0,0,0,0,2,1,0,0,0,0,54,75.0,0,0.0,0,0.0
7,8.0,54.0,8.0,8.0,2021-11-01,KAN,,NYG,"W, 20-17",*,29,48,60.4,275,1,1,5.7,5.21,74.6,2,14,3,10,0,3.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,81,100.0,0,0.0,0,0.0
8,9.0,55.0,9.0,9.0,2021-11-07,KAN,,GNB,"W, 13-7",*,20,37,54.1,166,1,0,4.5,5.03,74.8,1,6,2,-2,0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
9,10.0,56.0,10.0,10.0,2021-11-14,KAN,@,LVR,"W, 41-14",*,35,50,70.0,406,5,0,8.1,10.12,127.6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73,96.1,0,0.0,0,0.0
10,11.0,57.0,11.0,11.0,2021-11-21,KAN,,DAL,"W, 19-9",*,23,37,62.2,260,0,1,7.0,5.81,71.9,3,16,7,11,0,1.6,0.0,0,0,0,0,0,0,1,1,0,0,0,0,68,100.0,0,0.0,0,0.0
11,12.0,58.0,12.0,13.0,2021-12-05,KAN,,DEN,"W, 22-9",*,15,29,51.7,184,0,1,6.3,4.79,57.3,1,6,4,12,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,100.0,0,0.0,0,0.0
12,13.0,59.0,13.0,14.0,2021-12-12,KAN,,LVR,"W, 48-9",*,20,24,83.3,258,2,0,10.8,12.42,139.2,3,18,4,20,0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,62,93.9,0,0.0,0,0.0
13,14.0,60.0,14.0,15.0,2021-12-16,KAN,@,LAC,"W, 34-28 (OT)",*,31,47,66.0,410,3,1,8.7,9.04,105.8,1,0,3,32,0,10.7,0.0,1,1,0,0,0,0,1,1,0,0,0,0,72,100.0,0,0.0,0,0.0
14,15.0,61.0,15.0,16.0,2021-12-26,KAN,,PIT,"W, 36-10",*,23,30,76.7,258,3,0,8.6,10.6,135.1,2,4,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,0,0,0,63,91.3,0,0.0,0,0.0
15,16.0,62.0,16.0,17.0,2022-01-02,KAN,@,CIN,"L, 31-34",*,26,35,74.3,259,2,0,7.4,8.54,113.9,0,0,2,25,0,12.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
16,17.0,63.0,17.0,18.0,2022-01-08,KAN,@,DEN,"W, 28-24",*,27,44,61.4,270,2,0,6.1,7.05,93.9,1,15,9,54,0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
17,,,,,,,,,12-5,,436,658,66.3,4839,37,13,7.4,7.59,98.5,28,146,66,381,2,5.8,0.0,1,1,0,0,0,0,9,4,0,2,-17,0,1164,97.4,0,0.0,0,0.0
