,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2019-09-08,KAN,@,JAX,"W, 40-26",*,25,33,75.8,378,3,0,11.5,13.27,143.2,0,0,1,2,0,2.0,0,0,0,0,0,0,59,86.8,0,0.0,0,0.0
1,2.0,19.0,2.0,2.0,2019-09-15,KAN,@,OAK,"W, 28-10",*,30,44,68.2,443,4,0,10.1,11.89,131.2,2,7,1,-1,0,-1.0,1,1,0,0,0,0,75,100.0,0,0.0,0,0.0
2,3.0,20.0,3.0,3.0,2019-09-22,KAN,,BAL,"W, 33-28",*,27,37,73.0,374,3,0,10.1,11.73,132.0,1,11,4,9,0,2.3,1,0,0,1,0,0,68,100.0,0,0.0,0,0.0
3,4.0,21.0,4.0,4.0,2019-09-29,KAN,@,DET,"W, 34-30",*,24,42,57.1,315,0,0,7.5,7.50,81.0,0,0,6,54,0,9.0,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
4,5.0,22.0,5.0,5.0,2019-10-06,KAN,,IND,"L, 13-19",*,22,39,56.4,321,1,0,8.2,8.74,91.9,4,33,3,17,0,5.7,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
5,6.0,23.0,6.0,6.0,2019-10-13,KAN,,HOU,"L, 24-31",*,19,35,54.3,273,3,1,7.8,8.23,96.5,1,17,1,-1,0,-1.0,1,1,0,0,0,0,55,100.0,0,0.0,0,0.0
6,7.0,24.0,7.0,7.0,2019-10-17,KAN,@,DEN,"W, 30-6",*,10,11,90.9,76,1,0,6.9,8.73,125.8,0,0,1,2,0,2.0,0,0,0,0,0,0,20,32.8,0,0.0,0,0.0
7,7.0,,8.0,8.0,2019-10-27,KAN,,GNB,"L, 24-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,9.0,2019-11-03,KAN,,MIN,"W, 26-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,25.0,10.0,10.0,2019-11-10,KAN,@,TEN,"L, 32-35",*,36,50,72.0,446,3,0,8.9,10.12,119.2,2,13,0,0,0,,0,0,0,0,0,0,82,100.0,0,0.0,0,0.0
10,9.0,26.0,11.0,11.0,2019-11-18,KAN,@,LAC,"W, 24-17",*,19,32,59.4,182,1,1,5.7,4.91,72.7,1,2,5,59,0,11.8,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
11,10.0,27.0,12.0,13.0,2019-12-01,KAN,,OAK,"W, 40-9",*,15,29,51.7,175,1,0,6.0,6.72,81.8,1,12,3,25,1,8.3,0,0,0,0,0,0,64,98.5,0,0.0,0,0.0
12,11.0,28.0,13.0,14.0,2019-12-08,KAN,@,NWE,"W, 23-16",*,26,40,65.0,283,1,1,7.1,6.45,83.6,1,12,6,6,0,1.0,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0
13,12.0,29.0,14.0,15.0,2019-12-15,KAN,,DEN,"W, 23-3",*,27,34,79.4,340,2,1,10.0,9.85,115.7,3,13,3,11,0,3.7,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
14,13.0,30.0,15.0,16.0,2019-12-22,KAN,@,CHI,"W, 26-3",*,23,33,69.7,251,2,0,7.6,8.82,112.1,1,7,2,14,1,7.0,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0
15,14.0,31.0,16.0,17.0,2019-12-29,KAN,,LAC,"W, 31-21",*,16,25,64.0,174,1,1,7.0,5.96,81.1,0,0,7,21,0,3.0,0,0,0,0,0,0,51,100.0,0,0.0,0,0.0
16,,,,,,,,,11-3,,319,484,65.9,4031,26,5,8.3,8.94,105.3,17,127,43,218,2,5.1,3,2,0,1,0,0,880,94.4,0,0.0,0,0.0
