,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,DEN,,LVR,"L, 16-17",,0,0,0,,1,1,-7,-7.0,0,100.0,-7.0,0.0,0,0,0,0,0,0,5,7.8,0,0.0,9,47.4
1,2.0,2.0,2.0,2.0,2023-09-17,DEN,,WAS,"L, 33-35",,1,5,1,5.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,3,4.5,0,0.0,6,20.0
2,3.0,3.0,3.0,3.0,2023-09-24,DEN,@,MIA,"L, 20-70",,5,15,0,3.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,13,21.0,0,0.0,5,13.9
3,4.0,4.0,4.0,4.0,2023-10-01,DEN,@,CHI,"W, 31-28",,7,72,0,10.3,3,3,32,10.7,1,100.0,10.7,0.0,0,0,0,0,0,0,16,33.3,0,0.0,2,7.7
4,5.0,5.0,5.0,5.0,2023-10-08,DEN,,NYJ,"L, 21-31",,9,68,0,7.6,4,3,21,7.0,1,75.0,5.3,0.0,0,0,0,0,0,0,21,33.3,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2023-10-12,DEN,@,KAN,"L, 8-19",*,7,30,0,4.3,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,21,40.4,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2023-10-22,DEN,,GNB,"W, 19-17",,5,45,0,9.0,2,1,1,1.0,0,50.0,0.5,0.0,0,0,0,0,0,0,10,16.9,0,0.0,6,24.0
7,8.0,8.0,8.0,8.0,2023-10-29,DEN,,KAN,"W, 24-9",,4,33,0,8.3,2,2,6,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,8,11.3,0,0.0,5,22.7
8,9.0,9.0,9.0,10.0,2023-11-13,DEN,@,BUF,"W, 24-22",,6,8,0,1.3,2,2,4,2.0,0,100.0,2.0,0.0,0,0,0,0,0,0,11,14.7,0,0.0,6,22.2
9,10.0,10.0,10.0,11.0,2023-11-19,DEN,,MIN,"W, 21-20",,1,1,0,1.0,5,5,14,2.8,0,100.0,2.8,0.0,0,0,0,0,0,0,8,14.5,0,0.0,6,22.2
10,11.0,11.0,11.0,12.0,2023-11-26,DEN,,CLE,"W, 29-12",,2,4,0,2.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,2,3.0,0,0.0,6,23.1
11,12.0,12.0,12.0,13.0,2023-12-03,DEN,@,HOU,"L, 17-22",,4,15,0,3.8,2,2,6,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,9,15.0,0,0.0,4,12.5
12,13.0,13.0,13.0,14.0,2023-12-10,DEN,@,LAC,"W, 24-7",,5,25,0,5.0,2,1,7,7.0,0,50.0,3.5,0.0,1,1,0,0,0,0,13,19.4,0,0.0,5,20.8
13,14.0,14.0,14.0,15.0,2023-12-16,DEN,@,DET,"L, 17-42",*,2,2,0,1.0,3,2,16,8.0,0,66.7,5.3,0.0,0,0,0,0,0,0,8,12.5,0,0.0,4,13.8
14,15.0,15.0,15.0,16.0,2023-12-24,DEN,,NWE,"L, 23-26",,6,37,0,6.2,5,4,30,7.5,0,80.0,6.0,0.0,0,0,0,0,0,0,17,24.6,0,0.0,7,21.2
15,16.0,16.0,16.0,17.0,2023-12-31,DEN,,LAC,"W, 16-9",*,8,44,0,5.5,3,3,18,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,19,27.5,0,0.0,7,25.0
16,17.0,17.0,17.0,18.0,2024-01-07,DEN,@,LVR,"L, 14-27",,4,6,0,1.5,0,0,0,,0,,,0.0,0,0,0,0,0,0,9,14.8,0,0.0,2,8.0
17,,,,,,,,,8-9,,76,410,1,5.4,36,31,160,5.2,2,86.1,4.4,0.0,1,1,0,0,0,0,193,18.0,0,0.0,80,17.3
