,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,23,DEN,NFL,RB,17,3,76,410,1,16,53.9,38,5.4,24.1,4.5,36,31,160,5.2,2,5,38.9,22,1.8,9.4,86.1,4.4,107,5.3,570,3,0,4,
1,2024,24,DEN,NFL,RB,16,5,113,496,1,25,51.3,21,4.4,31.0,7.1,27,24,76,3.2,2,3,33.3,11,1.5,4.8,88.9,2.8,137,4.2,572,3,1,4,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,33,8,189,906,2,41,52.4,38,4.8,27.5,5.7,63,55,236,4.3,4,8,36.5,22,1.7,7.2,87.3,3.7,244,4.7,1142,6,1,8,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,4,97,467,1,21,52.4,38,4.8,27.5,5.7,32,28,122,4.3,2,4,36.5,22,1.7,7.2,87.3,3.7,126,2.4,588,3,1,4,
