,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,12.0,1.0,1.0,2019-09-08,BAL,@,MIA,"W, 59-10",,17,56,0,3.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,38.2,0,0.0,2,6.3
1,2.0,13.0,2.0,2.0,2019-09-15,BAL,,ARI,"W, 23-17",,3,11,0,3.7,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,20.8,0,0.0,4,14.8
2,3.0,14.0,3.0,3.0,2019-09-22,BAL,@,KAN,"L, 28-33",,7,53,0,7.6,2,2,15,7.5,0,100.0,7.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,26.8,0,0.0,4,14.8
3,4.0,15.0,4.0,4.0,2019-09-29,BAL,,CLE,"L, 25-40",,6,28,0,4.7,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,29.0,0,0.0,10,35.7
4,5.0,16.0,5.0,5.0,2019-10-06,BAL,@,PIT,"W, 26-23 (OT)",,5,17,0,3.4,1,1,6,6.0,0,100.0,6.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,20,25.3,0,0.0,6,20.0
5,6.0,17.0,6.0,6.0,2019-10-13,BAL,,CIN,"W, 23-17",,6,34,0,5.7,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,41.8,0,0.0,6,24.0
6,7.0,18.0,7.0,7.0,2019-10-20,BAL,@,SEA,"W, 30-16",,8,35,0,4.4,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,36.2,0,0.0,7,24.1
7,8.0,19.0,8.0,9.0,2019-11-03,BAL,,NWE,"W, 37-20",,7,27,1,3.9,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,41.8,0,0.0,7,24.1
8,9.0,20.0,9.0,10.0,2019-11-10,BAL,@,CIN,"W, 49-13",,4,17,0,4.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,23.9,0,0.0,9,37.5
9,10.0,21.0,10.0,11.0,2019-11-17,BAL,,HOU,"W, 41-7",,8,112,1,14.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,37.3,0,0.0,9,37.5
10,11.0,22.0,11.0,12.0,2019-11-25,BAL,@,LAR,"W, 45-6",,14,55,0,3.9,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,41.6,0,0.0,3,11.5
11,12.0,23.0,12.0,13.0,2019-12-01,BAL,,SFO,"W, 20-17",,6,15,0,2.5,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,38.5,0,0.0,2,10.0
12,13.0,24.0,13.0,14.0,2019-12-08,BAL,@,BUF,"W, 24-17",,4,20,0,5.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,33.3,0,0.0,14,45.2
13,14.0,25.0,14.0,15.0,2019-12-12,BAL,,NYJ,"W, 42-21",,5,35,0,7.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,29.0,0,0.0,3,10.7
14,15.0,26.0,15.0,16.0,2019-12-22,BAL,@,CLE,"W, 31-15",,12,66,0,5.5,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,30,41.1,0,0.0,0,0.0
15,16.0,27.0,16.0,17.0,2019-12-29,BAL,,PIT,"W, 28-10",*,21,130,0,6.2,1,1,2,2.0,0,100.0,2.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,46,67.6,0,0.0,0,0.0
16,,,,,,,,,14-2,,133,711,2,5.3,7,7,45,6.4,0,100.0,6.4,0.0,2,2,0,0,0,0,2,1,0,1,0,0,396,35.8,0,0.0,86,19.9
