,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,73.0,1.0,1.0,2022-09-11,NWE,@,MIA,"L, 7-20",*,3,2,20,10.0,0,66.7,6.7,0.0,0,0,0,0,0,0,44,77.2,0,0.0,1,5.3
1,2.0,74.0,2.0,2.0,2022-09-18,NWE,@,PIT,"W, 17-14",*,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,34,50.0,0,0.0,3,13.6
2,3.0,75.0,3.0,3.0,2022-09-25,NWE,,BAL,"L, 26-37",*,1,1,8,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,46,69.7,0,0.0,2,7.4
3,4.0,76.0,4.0,4.0,2022-10-02,NWE,@,GNB,"L, 24-27 (OT)",,4,2,13,6.5,0,50.0,3.3,0.0,0,0,0,0,0,0,49,84.5,0,0.0,3,9.4
4,5.0,77.0,5.0,5.0,2022-10-09,NWE,,DET,"W, 29-0",*,5,4,54,13.5,0,80.0,10.8,0.0,0,0,0,0,0,0,59,98.3,0,0.0,0,0.0
5,6.0,78.0,6.0,6.0,2022-10-16,NWE,@,CLE,"W, 38-15",*,7,4,61,15.3,1,57.1,8.7,0.0,0,0,0,0,0,0,68,97.1,0,0.0,3,10.3
6,7.0,79.0,7.0,7.0,2022-10-24,NWE,,CHI,"L, 14-33",*,2,1,12,12.0,0,50.0,6.0,0.0,0,0,0,0,0,0,44,84.6,0,0.0,0,0.0
7,8.0,80.0,8.0,8.0,2022-10-30,NWE,@,NYJ,"W, 22-17",*,1,1,22,22.0,0,100.0,22.0,0.0,0,0,0,0,0,0,50,64.1,0,0.0,1,3.6
8,9.0,81.0,9.0,9.0,2022-11-06,NWE,,IND,"W, 26-3",*,4,4,50,12.5,0,100.0,12.5,0.0,0,0,0,0,0,0,42,66.7,0,0.0,0,0.0
9,10.0,82.0,10.0,11.0,2022-11-20,NWE,,NYJ,"W, 10-3",*,1,1,20,20.0,0,100.0,20.0,0.0,0,0,0,0,0,0,53,84.1,0,0.0,0,0.0
10,11.0,83.0,11.0,12.0,2022-11-24,NWE,@,MIN,"L, 26-33",*,5,3,63,21.0,1,60.0,12.6,0.0,0,0,0,0,0,0,39,70.9,0,0.0,0,0.0
11,12.0,84.0,12.0,13.0,2022-12-01,NWE,,BUF,"L, 10-24",*,5,2,13,6.5,0,40.0,2.6,0.0,0,0,0,0,0,0,47,87.0,0,0.0,0,0.0
12,13.0,85.0,13.0,14.0,2022-12-12,NWE,@,ARI,"W, 27-13",,3,3,70,23.3,0,100.0,23.3,0.0,0,0,0,0,0,0,39,66.1,0,0.0,4,15.4
13,14.0,86.0,14.0,15.0,2022-12-18,NWE,@,LVR,"L, 24-30",,4,2,9,4.5,0,50.0,2.3,0.0,0,0,0,0,0,0,52,80.0,0,0.0,5,15.6
14,15.0,87.0,15.0,16.0,2022-12-24,NWE,,CIN,"L, 18-22",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,3,5.4,0,0.0,1,4.0
15,16.0,88.0,16.0,17.0,2023-01-01,NWE,,MIA,"W, 23-21",*,6,5,52,10.4,0,83.3,8.7,0.0,0,0,0,0,0,0,60,100.0,0,0.0,1,3.7
16,17.0,89.0,17.0,18.0,2023-01-08,NWE,@,BUF,"L, 23-35",*,7,6,42,7.0,0,85.7,6.0,0.0,1,1,0,0,0,0,68,100.0,0,0.0,0,0.0
17,,,,,,,,,8-9,,59,41,509,12.4,2,69.5,8.6,0.0,2,2,0,0,0,0,797,75.8,0,0.0,24,5.3
