,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2016,24,ATL,NFL,RB,3,3,39,162,2,8,43.6,37,4.2,54.0,13.0,12,10,168,16.8,1,5,58.3,53,3.3,56.0,83.3,14.0,49,6.7,330,3,0,
1,2017,25,ATL,NFL,RB,2,2,28,73,1,3,28.6,22,2.6,36.5,14.0,7,6,29,4.8,1,1,28.6,13,3.0,14.5,85.7,4.1,34,3.0,102,2,0,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,5,5,67,235,3,11,37.3,37,3.5,47.0,13.4,19,16,197,12.3,2,6,47.4,53,3.2,39.4,84.2,10.4,83,5.2,432,5,0,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,228,799,10,37,37.3,37,3.5,47.0,13.4,65,54,670,12.3,7,20,47.4,53,3.2,39.4,84.2,10.4,282,5.2,1469,17,0,
