,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2015-09-14,MIN,@,SFO,"L, 3-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2015-09-20,MIN,,DET,"W, 26-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,,3.0,3.0,2015-09-27,MIN,,SDG,"W, 31-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,1.0,4.0,4.0,2015-10-04,MIN,@,DEN,"L, 20-23",,10,6,87,14.5,0,60.0,8.7,0,0,0,,0,0,0,,2,0,0,2,0,0,41,56.2,0,0.0,0,0.0
4,2.0,2.0,5.0,6.0,2015-10-18,MIN,,KAN,"W, 16-10",*,9,7,129,18.4,0,77.8,14.3,0,0,0,,0,0,0,,0,0,0,0,0,0,57,81.4,0,0.0,2,8.3
5,3.0,3.0,6.0,7.0,2015-10-25,MIN,@,DET,"W, 28-19",*,9,6,108,18.0,1,66.7,12.0,1,9,0,9.0,0,0,0,,0,0,0,0,0,0,60,80.0,0,0.0,0,0.0
6,4.0,4.0,7.0,8.0,2015-11-01,MIN,@,CHI,"W, 23-20",*,12,6,95,15.8,1,50.0,7.9,0,0,0,,0,0,0,,0,0,0,0,0,0,49,84.5,0,0.0,0,0.0
7,5.0,5.0,8.0,9.0,2015-11-08,MIN,,STL,"W, 21-18 (OT)",*,5,3,42,14.0,0,60.0,8.4,0,0,0,,0,0,0,,0,0,0,0,0,0,47,65.3,0,0.0,1,2.9
8,6.0,6.0,9.0,10.0,2015-11-15,MIN,@,OAK,"W, 30-14",*,2,2,46,23.0,0,100.0,23.0,1,10,0,10.0,0,0,0,,0,0,0,0,0,0,45,72.6,0,0.0,0,0.0
9,7.0,7.0,10.0,11.0,2015-11-22,MIN,,GNB,"L, 13-30",*,9,6,66,11.0,0,66.7,7.3,0,0,0,,0,0,0,,0,0,0,0,0,0,55,85.9,0,0.0,1,3.4
10,8.0,8.0,11.0,12.0,2015-11-29,MIN,@,ATL,"W, 20-10",*,4,4,31,7.8,0,100.0,7.8,0,0,0,,0,0,0,,0,0,0,0,0,0,54,77.1,0,0.0,0,0.0
11,9.0,9.0,12.0,13.0,2015-12-06,MIN,,SEA,"L, 7-38",,6,2,22,11.0,0,33.3,3.7,1,-6,0,-6.0,0,0,0,,0,0,0,0,0,0,45,86.5,0,0.0,0,0.0
12,10.0,10.0,13.0,14.0,2015-12-10,MIN,@,ARI,"L, 20-23",*,7,2,12,6.0,0,28.6,1.7,0,0,0,,0,0,0,,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
13,11.0,11.0,14.0,15.0,2015-12-20,MIN,,CHI,"W, 38-17",,4,3,55,18.3,2,75.0,13.8,0,0,0,,1,22,0,22.0,0,0,0,0,0,0,41,66.1,0,0.0,2,7.4
14,12.0,12.0,15.0,16.0,2015-12-27,MIN,,NYG,"W, 49-17",,5,4,19,4.8,0,80.0,3.8,0,0,0,,0,0,0,,0,0,0,0,0,0,54,76.1,0,0.0,0,0.0
15,13.0,13.0,16.0,17.0,2016-01-03,MIN,@,GNB,"W, 20-13",*,2,1,8,8.0,0,50.0,4.0,0,0,0,,0,0,0,,0,0,0,0,0,0,38,79.2,0,0.0,0,0.0
16,,,,,,,,,9-4,,84,52,720,13.8,4,61.9,8.6,3,13,0,4.3,1,22,0,22.0,2,0,0,2,0,0,654,77.4,0,0.0,6,1.6
