,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2024,23,LAC,NFL,WR,16,14,112,82,1149,14.0,7,52,57.1,60,5.1,71.8,73.2,10.3,0,0,0,0,0.0,0.0,82,14.0,1149,7,2,11,AP ORoY-9
1,1 Yr,1 Yr,1 Yr,1 Yr,,16,14,112,82,1149,14.0,7,52,57.1,60,5.1,71.8,73.2,10.3,0,0,0,0,0.0,0.0,82,14.0,1149,7,2,11,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,15,119,87,1221,14.0,7,55,57.1,60,5.1,71.8,73.2,10.3,0,0,0,0,0.0,0.0,87,14.9,1221,7,2,12,
