,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Ret,Yds.1,PRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2025-09-05,LAC,,KAN,"W, 27-21",*,9,6,74,12.3,0,66.7,8.2,0,0,0,,55,84.6,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2025-09-15,LAC,@,LVR,"W, 20-9",,5,5,48,9.6,0,100.0,9.6,0,0,0,,43,74.1,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2025-09-21,LAC,,DEN,"W, 23-20",*,7,4,41,10.3,0,57.1,5.9,1,10,0,10.0,80,93.0,0,0.0,2,6.3
3,,,,,,,,,3-0,,21,15,163,10.9,0,71.4,7.8,1,10,0,10.0,178,85.2,0,0.0,2,2.6
