,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2024-09-08,NYG,,MIN,"L, 6-28",,2,2,0,1.0,3,1,5,5.0,0,33.3,1.7,0,0,0,,0,0,0,0,0,0,15,21.1,0,0.0,5,20.8
1,2.0,2.0,2.0,2.0,2024-09-15,NYG,@,WAS,"L, 18-21",,1,2,0,2.0,0,0,0,,0,,,1,28,0,28.0,0,0,0,0,0,0,12,21.4,0,0.0,10,47.6
2,3.0,3.0,3.0,3.0,2024-09-22,NYG,@,CLE,"W, 21-15",,5,23,0,4.6,2,2,17,8.5,0,100.0,8.5,0,0,0,,0,0,0,0,0,0,22,30.6,0,0.0,3,11.5
3,4.0,4.0,4.0,4.0,2024-09-26,NYG,,DAL,"L, 15-20",,4,2,0,0.5,1,1,19,19.0,0,100.0,19.0,2,33,0,16.5,1,0,0,0,0,0,17,24.6,0,0.0,3,12.0
4,5.0,5.0,5.0,5.0,2024-10-06,NYG,@,SEA,"W, 29-20",*,18,129,0,7.2,2,1,1,1.0,0,50.0,0.5,0,0,0,,0,0,0,0,0,0,45,62.5,0,0.0,5,16.7
5,6.0,6.0,6.0,6.0,2024-10-13,NYG,,CIN,"L, 7-17",*,17,50,1,2.9,6,6,57,9.5,0,100.0,9.5,0,0,0,,0,0,0,0,0,0,66,83.5,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2024-10-20,NYG,,PHI,"L, 3-28",*,6,23,0,3.8,3,3,9,3.0,0,100.0,3.0,0,0,0,,0,0,0,0,0,0,39,67.2,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2024-10-28,NYG,@,PIT,"L, 18-26",*,20,145,1,7.3,3,2,5,2.5,0,66.7,1.7,0,0,0,,0,0,0,0,0,0,41,56.9,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2024-11-03,NYG,,WAS,"L, 22-27",*,16,66,0,4.1,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,0,0,0,0,0,47,72.3,0,0.0,0,0.0
9,10.0,10.0,10.0,10.0,2024-11-10,NYG,@,CAR,"L, 17-20 (OT)",*,18,103,1,5.7,2,1,1,1.0,0,50.0,0.5,0,0,0,,2,1,0,0,0,0,60,80.0,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2024-11-24,NYG,,TAM,"L, 7-30",*,9,42,0,4.7,4,4,28,7.0,0,100.0,7.0,0,0,0,,1,1,0,0,0,0,24,40.7,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2024-11-28,NYG,@,DAL,"L, 20-27",,9,32,1,3.6,3,2,33,16.5,0,66.7,11.0,0,0,0,,0,0,0,0,0,0,46,73.0,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2024-12-08,NYG,,NOR,"L, 11-14",*,16,45,1,2.8,10,5,38,7.6,0,50.0,3.8,0,0,0,,0,0,0,0,0,0,65,83.3,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2024-12-15,NYG,,BAL,"L, 14-35",*,10,31,0,3.1,4,1,4,4.0,0,25.0,1.0,0,0,0,,0,0,0,0,0,0,46,67.6,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2024-12-22,NYG,@,ATL,"L, 7-34",*,7,26,0,3.7,4,4,43,10.8,1,100.0,10.8,0,0,0,,0,0,0,0,0,0,37,62.7,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2024-12-29,NYG,,IND,"W, 45-33",*,20,59,0,3.0,3,2,14,7.0,0,66.7,4.7,0,0,0,,1,0,0,0,0,0,37,66.1,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2025-01-05,NYG,@,PHI,"L, 13-20",*,14,59,0,4.2,2,2,7,3.5,0,100.0,3.5,0,0,0,,0,0,0,0,0,0,32,60.4,0,0.0,0,0.0
17,,,,,,,,,3-14,,192,839,5,4.4,53,38,284,7.5,1,71.7,5.4,3,61,0,20.3,5,2,0,0,0,0,651,57.9,0,0.0,26,5.9
