,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2025-09-07,NYG,@,WAS,"L, 6-21",*,10,24,0,2.4,5,2,11,5.5,0,40.0,2.2,0,0,0,,50,73.5,0,0.0,0,0.0
1,2.0,19.0,2.0,2.0,2025-09-14,NYG,@,DAL,"L, 37-40 (OT)",,5,15,0,3.0,5,4,36,9.0,0,80.0,7.2,5,132,0,26.4,28,41.8,0,0.0,7,18.4
2,3.0,20.0,3.0,3.0,2025-09-21,NYG,,KAN,"L, 9-22",*,7,29,0,4.1,3,2,7,3.5,0,66.7,2.3,0,0,0,,11,16.7,0,0.0,0,0.0
3,,,,,,,,,0-3,,22,68,0,3.1,13,8,54,6.8,0,61.5,4.2,5,132,0,26.4,89,44.3,0,0.0,7,8.5
