,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,77.0,1.0,1.0,2024-09-08,NYG,,MIN,"L, 6-28",,4,3,26,8.7,0,75.0,6.5,0,0,0,,1,0,0,0.0,1,0,0,0,0,0,51,71.8,0,0.0,4,16.7
1,2.0,78.0,2.0,2.0,2024-09-15,NYG,@,WAS,"L, 18-21",*,4,3,33,11.0,0,75.0,8.3,0,0,0,,0,0,0,,0,0,0,0,0,0,49,87.5,0,0.0,0,0.0
2,3.0,79.0,3.0,3.0,2024-09-22,NYG,@,CLE,"W, 21-15",,2,1,7,7.0,0,50.0,3.5,0,0,0,,0,0,0,,0,0,0,0,0,0,59,81.9,0,0.0,0,0.0
3,4.0,80.0,4.0,4.0,2024-09-26,NYG,,DAL,"L, 15-20",*,5,3,56,18.7,0,60.0,11.2,0,0,0,,0,0,0,,0,0,0,0,0,0,58,84.1,0,0.0,0,0.0
4,5.0,81.0,5.0,5.0,2024-10-06,NYG,@,SEA,"W, 29-20",*,11,8,122,15.3,1,72.7,11.1,0,0,0,,0,0,0,,0,0,0,0,0,0,65,90.3,0,0.0,0,0.0
5,6.0,82.0,6.0,6.0,2024-10-13,NYG,,CIN,"L, 7-17",*,11,6,57,9.5,0,54.5,5.2,0,0,0,,0,0,0,,0,0,0,0,0,0,68,86.1,0,0.0,0,0.0
6,7.0,83.0,7.0,7.0,2024-10-20,NYG,,PHI,"L, 3-28",*,3,1,11,11.0,0,33.3,3.7,0,0,0,,0,0,0,,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
7,8.0,84.0,8.0,8.0,2024-10-28,NYG,@,PIT,"L, 18-26",*,7,4,108,27.0,0,57.1,15.4,0,0,0,,0,0,0,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
8,9.0,85.0,9.0,9.0,2024-11-03,NYG,,WAS,"L, 22-27",*,3,3,49,16.3,0,100.0,16.3,1,11,0,11.0,0,0,0,,0,0,0,0,0,0,60,92.3,0,0.0,0,0.0
9,9.0,,10.0,10.0,2024-11-10,NYG,@,CAR,"L, 17-20 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,10.0,86.0,11.0,12.0,2024-11-24,NYG,,TAM,"L, 7-30",,2,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,0,0,0,34,57.6,0,0.0,0,0.0
11,11.0,87.0,12.0,13.0,2024-11-28,NYG,@,DAL,"L, 20-27",*,6,2,8,4.0,0,33.3,1.3,0,0,0,,0,0,0,,0,0,0,0,0,0,43,68.3,0,0.0,0,0.0
12,12.0,88.0,13.0,14.0,2024-12-08,NYG,,NOR,"L, 11-14",*,6,2,27,13.5,0,33.3,4.5,0,0,0,,0,0,0,,0,0,0,0,0,0,66,84.6,0,0.0,0,0.0
13,13.0,89.0,14.0,15.0,2024-12-15,NYG,,BAL,"L, 14-35",*,1,1,16,16.0,0,100.0,16.0,0,0,0,,0,0,0,,0,0,0,0,0,0,46,67.6,0,0.0,0,0.0
14,14.0,90.0,15.0,16.0,2024-12-22,NYG,@,ATL,"L, 7-34",*,2,1,21,21.0,0,50.0,10.5,1,6,0,6.0,0,0,0,,0,0,0,0,0,0,50,84.7,0,0.0,0,0.0
15,15.0,91.0,16.0,17.0,2024-12-29,NYG,,IND,"W, 45-33",*,3,1,32,32.0,1,33.3,10.7,0,0,0,,0,0,0,,0,0,0,0,0,0,45,80.4,0,0.0,0,0.0
16,16.0,92.0,17.0,18.0,2025-01-05,NYG,@,PHI,"L, 13-20",*,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,0,0,0,48,90.6,0,0.0,0,0.0
17,,,,,,,,,3-13,,71,39,573,14.7,2,54.9,8.1,2,17,0,8.5,1,0,0,0.0,1,0,0,0,0,0,872,83.0,0,0.0,4,1.0
