,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2013-09-08,DET,,MIN,"W, 34-24",*,0.0,4,4,0,0,0,0,0,0,0,1,0,0.0,31,56.4,10,30.3
1,2.0,2.0,2.0,2.0,2013-09-15,DET,@,ARI,"L, 21-25",*,0.0,0,0,0,0,,0,0,0,0,,0,0.0,28,39.4,12,37.5
2,3.0,3.0,3.0,3.0,2013-09-22,DET,@,WAS,"W, 27-20",,0.0,0,0,0,0,,0,0,0,0,,0,0.0,0,0.0,17,53.1
3,4.0,4.0,4.0,4.0,2013-09-29,DET,,CHI,"W, 40-32",,0.0,7,6,1,0,0,0,0,0,0,1,0,0.0,63,87.5,14,40.0
4,5.0,5.0,5.0,5.0,2013-10-06,DET,@,GNB,"L, 9-22",,0.0,0,0,0,0,,0,0,0,0,,0,0.0,0,0.0,8,30.8
5,6.0,6.0,6.0,6.0,2013-10-13,DET,@,CLE,"W, 31-17",,0.0,5,3,2,0,0,0,0,0,0,0,0,0.0,48,70.6,18,62.1
6,7.0,7.0,7.0,7.0,2013-10-20,DET,,CIN,"L, 24-27",,0.0,5,4,1,0,0,0,0,0,0,0,0,0.0,34,59.6,12,41.4
7,8.0,8.0,8.0,8.0,2013-10-27,DET,,DAL,"W, 31-30",,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0,18,31.6,21,60.0
8,9.0,9.0,9.0,10.0,2013-11-10,DET,@,CHI,"W, 21-19",,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0,13,17.3,12,48.0
9,10.0,10.0,10.0,11.0,2013-11-17,DET,@,PIT,"L, 27-37",,0.0,1,0,1,0,0,0,0,0,0,0,0,0.0,4,5.2,20,57.1
10,11.0,11.0,11.0,12.0,2013-11-24,DET,,TAM,"L, 21-24",,0.0,2,0,2,0,0,0,0,0,0,0,0,0.0,6,11.5,18,66.7
11,12.0,12.0,12.0,13.0,2013-11-28,DET,,GNB,"W, 40-10",*,0.0,2,2,0,0,0,0,0,0,0,2,0,0.0,43,100.0,6,22.2
12,12.0,,13.0,14.0,2013-12-08,DET,@,PHI,"L, 20-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12.0,,14.0,15.0,2013-12-16,DET,,BAL,"L, 16-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,12.0,,15.0,16.0,2013-12-22,DET,,NYG,"L, 20-23 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,13.0,13.0,16.0,17.0,2013-12-29,DET,@,MIN,"L, 13-14",*,0.0,4,4,0,0,0,0,0,0,0,1,0,0.0,50,86.2,2,7.7
16,,,,,,,,,7-6,,0.0,34,27,7,0,0,0,0,0,0,5,0,0.0,338,40.8,170,43.5
