,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,104.0,1.0,1.0,2020-09-13,PHI,@,WAS,"L, 17-27",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,64,91.4,0,0.0
1,2.0,105.0,2.0,2.0,2020-09-20,PHI,,LAR,"L, 19-37",*,0.0,5,4,1,1,0,0,0,0,0,0,0,0.0,67,97.1,1,4.0
2,3.0,106.0,3.0,3.0,2020-09-27,PHI,,CIN,"T, 23-23 (OT)",*,0.0,7,7,0,0,0,0,0,0,0,1,0,0.0,66,91.7,5,13.2
3,4.0,107.0,4.0,4.0,2020-10-04,PHI,@,SFO,"W, 25-20",*,0.0,4,4,0,0,0,0,0,0,0,1,0,0.0,73,100.0,1,4.2
4,5.0,108.0,5.0,5.0,2020-10-11,PHI,@,PIT,"L, 29-38",*,0.0,8,7,1,1,0,0,0,0,0,1,0,0.0,60,78.9,5,19.2
5,6.0,109.0,6.0,6.0,2020-10-18,PHI,,BAL,"L, 28-30",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0,73,100.0,8,25.0
6,7.0,110.0,7.0,7.0,2020-10-22,PHI,,NYG,"W, 22-21",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0,59,98.3,3,11.5
7,8.0,111.0,8.0,8.0,2020-11-01,PHI,,DAL,"W, 23-9",*,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0,28,35.4,2,9.5
8,9.0,112.0,9.0,10.0,2020-11-15,PHI,@,NYG,"L, 17-27",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0.0,69,97.2,7,28.0
9,10.0,113.0,10.0,11.0,2020-11-22,PHI,@,CLE,"L, 17-22",,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,51,76.1,5,17.2
10,11.0,114.0,11.0,12.0,2020-11-30,PHI,,SEA,"L, 17-23",*,0.0,9,8,1,0,0,0,0,0,0,0,0,0.0,67,100.0,5,20.0
11,12.0,115.0,12.0,13.0,2020-12-06,PHI,@,GNB,"L, 16-30",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0.0,40,65.6,3,11.1
12,13.0,116.0,13.0,14.0,2020-12-13,PHI,,NOR,"W, 24-21",*,0.0,6,5,1,0,0,0,0,0,0,0,0,0.0,35,55.6,2,7.7
13,13.0,,14.0,15.0,2020-12-20,PHI,@,ARI,"L, 26-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,14.0,117.0,15.0,16.0,2020-12-27,PHI,@,DAL,"L, 17-37",*,0.0,2,2,0,0,0,0,1,25,0,1,0,0.0,69,98.6,10,32.3
15,15.0,118.0,16.0,17.0,2021-01-03,PHI,,WAS,"L, 14-20",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0.0,63,100.0,5,20.0
16,,,,,,,,,4-10-1,,0.0,59,53,6,2,0,0,1,25,0,6,0,0.0,884,85.5,62,15.0
