,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2016-09-11,DET,@,IND,"W, 39-35",*,0.0,4,4,0,0,0,0,0,0,0,0,0,0.0,69,98.6,5,15.2
1,2.0,47.0,2.0,2.0,2016-09-18,DET,,TEN,"L, 15-16",*,0.0,3,3,0,0,0,0,0,0,0,1,0,0.0,67,100.0,4,17.4
2,3.0,48.0,3.0,3.0,2016-09-25,DET,@,GNB,"L, 27-34",*,0.0,4,4,0,0,0,0,0,0,0,0,0,0.0,54,100.0,6,20.7
3,4.0,49.0,4.0,4.0,2016-10-02,DET,@,CHI,"L, 14-17",*,1.0,4,4,0,1,1,0,0,0,0,3,0,0.0,69,100.0,4,17.4
4,5.0,50.0,5.0,5.0,2016-10-09,DET,,PHI,"W, 24-23",*,0.0,3,3,0,0,0,0,1,11,0,2,0,0.0,60,98.4,6,25.0
5,6.0,51.0,6.0,6.0,2016-10-16,DET,,LAR,"W, 31-28",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0.0,56,96.6,4,16.7
6,7.0,52.0,7.0,7.0,2016-10-23,DET,,WAS,"W, 20-17",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0.0,22,30.1,0,0.0
7,7.0,,8.0,8.0,2016-10-30,DET,@,HOU,"L, 13-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,9.0,2016-11-06,DET,@,MIN,"W, 22-16 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,53.0,10.0,11.0,2016-11-20,DET,,JAX,"W, 26-19",*,0.0,3,3,0,0,0,0,0,0,0,1,0,0.0,65,98.5,4,12.5
10,9.0,54.0,11.0,12.0,2016-11-24,DET,,MIN,"W, 16-13",*,0.0,4,4,0,0,0,0,1,13,0,1,0,0.0,58,100.0,2,8.7
11,10.0,55.0,12.0,13.0,2016-12-04,DET,@,NOR,"W, 28-13",*,0.0,3,3,0,0,0,0,0,0,0,1,0,0.0,61,98.4,7,26.9
12,11.0,56.0,13.0,14.0,2016-12-11,DET,,CHI,"W, 20-17",*,0.0,3,2,1,0,0,0,0,0,0,2,0,0.0,56,100.0,3,13.6
13,12.0,57.0,14.0,15.0,2016-12-18,DET,@,NYG,"L, 6-17",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,25,39.1,1,4.0
14,12.0,,15.0,16.0,2016-12-26,DET,@,DAL,"L, 21-42",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,13.0,58.0,16.0,17.0,2017-01-01,DET,,GNB,"L, 24-31",*,0.0,8,8,0,0,0,0,0,0,0,0,0,0.0,69,92.0,0,0.0
16,,,,,,,,,8-5,,1.0,44,43,1,1,1,0,2,24,0,13,0,0.0,731,87.8,46,13.8
