,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,75.0,1.0,1.0,2018-09-10,DET,,NYJ,"L, 17-48",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,54,90.0,10,31.3
1,2.0,76.0,2.0,2.0,2018-09-16,DET,@,SFO,"L, 27-30",*,0.0,5,5,0,0,0,0,0,0,0,0,0,0.0,41,64.1,5,14.7
2,3.0,77.0,3.0,3.0,2018-09-23,DET,,NWE,"W, 26-10",*,0.0,0,0,0,0,0,0,1,19,0,1,0,0.0,48,100.0,6,24.0
3,4.0,78.0,4.0,4.0,2018-09-30,DET,@,DAL,"L, 24-26",*,0.0,3,3,0,0,0,0,0,0,0,3,0,0.0,66,95.7,5,18.5
4,5.0,79.0,5.0,5.0,2018-10-07,DET,,GNB,"W, 31-23",*,0.0,5,5,0,0,0,0,0,0,0,0,0,0.0,78,96.3,5,17.9
5,6.0,80.0,6.0,7.0,2018-10-21,DET,@,MIA,"W, 32-21",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0.0,51,91.1,5,18.5
6,7.0,81.0,7.0,8.0,2018-10-28,DET,,SEA,"L, 14-28",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0,60,95.2,0,0.0
7,8.0,82.0,8.0,9.0,2018-11-04,DET,@,MIN,"L, 9-24",*,0.0,3,3,0,0,0,0,1,21,0,2,0,0.0,46,93.9,1,3.8
8,8.0,,9.0,10.0,2018-11-11,DET,@,CHI,"L, 22-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,9.0,83.0,10.0,11.0,2018-11-18,DET,,CAR,"W, 20-19",*,0.0,4,3,1,0,0,0,0,0,0,2,0,0.0,54,93.1,0,0.0
10,10.0,84.0,11.0,12.0,2018-11-22,DET,,CHI,"L, 16-23",*,0.0,4,4,0,0,0,0,0,0,0,0,0,0.0,58,100.0,1,4.2
11,11.0,85.0,12.0,13.0,2018-12-02,DET,,LAR,"L, 16-30",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0,69,100.0,1,3.2
12,12.0,86.0,13.0,14.0,2018-12-09,DET,@,ARI,"W, 17-3",*,0.0,3,2,1,0,0,0,1,67,1,3,0,0.0,67,95.7,2,8.3
13,13.0,87.0,14.0,15.0,2018-12-16,DET,@,BUF,"L, 13-14",*,0.0,1,1,0,0,0,0,0,0,0,3,0,0.0,68,100.0,2,8.3
14,14.0,88.0,15.0,16.0,2018-12-23,DET,,MIN,"L, 9-27",*,0.0,4,3,1,1,0,0,0,0,0,0,0,0.0,59,96.7,1,3.4
15,15.0,89.0,16.0,17.0,2018-12-30,DET,@,GNB,"W, 31-0",*,0.0,2,2,0,0,0,0,0,0,0,2,0,0.0,56,100.0,2,8.3
16,,,,,,,,,6-9,,0.0,43,40,3,1,0,0,3,107,1,17,0,0.0,875,94.1,46,11.3
