,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,59.0,1.0,1.0,2017-09-10,DET,,ARI,"W, 35-23",*,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,75,100.0,5,16.7
1,2.0,60.0,2.0,2.0,2017-09-18,DET,@,NYG,"W, 24-10",*,0.0,8,6,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,56,100.0,2,8.0
2,3.0,61.0,3.0,3.0,2017-09-24,DET,,ATL,"L, 26-30",*,0.0,5,5,0,0,0,0,2,52,0,3,0,0,0,0,0,0,0,0.0,67,98.5,6,18.2
3,4.0,62.0,4.0,4.0,2017-10-01,DET,@,MIN,"W, 14-7",*,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,56,100.0,5,21.7
4,5.0,63.0,5.0,5.0,2017-10-08,DET,,CAR,"L, 24-27",*,0.0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66,100.0,6,18.8
5,6.0,64.0,6.0,6.0,2017-10-15,DET,@,NOR,"L, 38-52",*,0.0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,69,97.2,10,21.7
6,7.0,65.0,7.0,8.0,2017-10-29,DET,,PIT,"L, 15-20",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,63,98.4,4,14.8
7,8.0,66.0,8.0,9.0,2017-11-06,DET,@,GNB,"W, 30-17",*,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,56,94.9,3,13.0
8,9.0,67.0,9.0,10.0,2017-11-12,DET,,CLE,"W, 38-24",*,0.0,5,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0.0,78,96.3,4,12.9
9,10.0,68.0,10.0,11.0,2017-11-19,DET,@,CHI,"W, 27-24",*,0.0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,62,98.4,6,20.7
10,11.0,69.0,11.0,12.0,2017-11-23,DET,,MIN,"L, 23-30",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,73,98.6,8,25.0
11,12.0,70.0,12.0,13.0,2017-12-03,DET,@,BAL,"L, 20-44",*,0.0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,98.4,8,22.9
12,13.0,71.0,13.0,14.0,2017-12-10,DET,@,TAM,"W, 24-21",*,0.0,6,5,1,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0.0,65,91.5,3,12.5
13,14.0,72.0,14.0,15.0,2017-12-16,DET,,CHI,"W, 20-10",*,0.0,5,5,0,0,0,0,2,19,0,3,0,0,0,0,0,0,0,0.0,66,95.7,3,13.0
14,15.0,73.0,15.0,16.0,2017-12-24,DET,@,CIN,"L, 17-26",*,0.0,7,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,81,96.4,5,16.7
15,16.0,74.0,16.0,17.0,2017-12-31,DET,,GNB,"W, 35-11",*,0.0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0.0,68,100.0,5,17.9
16,,,,,,,,,9-7,,0.0,60,54,6,1,0,0,8,73,0,26,0,0,0,1,0,0,0,0.0,1064,97.7,83,17.6
