,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,164.0,1.0,1.0,2024-09-06,PHI,,GNB,"W, 34-29",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,67,100.0,0,0.0
1,2.0,165.0,2.0,2.0,2024-09-16,PHI,,ATL,"L, 21-22",*,0.0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,100.0,0,0.0
2,3.0,166.0,3.0,3.0,2024-09-22,PHI,@,NOR,"W, 15-12",*,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,47,83.9,0,0.0
3,4.0,167.0,4.0,4.0,2024-09-29,PHI,@,TAM,"L, 16-33",*,0.0,9,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,68,88.3,0,0.0
4,5.0,168.0,5.0,6.0,2024-10-13,PHI,,CLE,"W, 20-16",*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29,50.9,0,0.0
5,6.0,169.0,6.0,7.0,2024-10-20,PHI,@,NYG,"W, 28-3",*,0.0,4,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,48,82.8,0,0.0
6,7.0,170.0,7.0,8.0,2024-10-27,PHI,@,CIN,"W, 37-17",*,0.0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,41,70.7,0,0.0
7,7.0,,8.0,9.0,2024-11-03,PHI,,JAX,"W, 28-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,8.0,171.0,9.0,10.0,2024-11-10,PHI,@,DAL,"W, 34-6",*,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,24,40.0,0,0.0
9,9.0,172.0,10.0,11.0,2024-11-14,PHI,,WAS,"W, 26-18",*,0.0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66,100.0,0,0.0
10,10.0,173.0,11.0,12.0,2024-11-24,PHI,@,LAR,"W, 37-20",*,0.0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,28,43.8,0,0.0
11,10.0,,12.0,13.0,2024-12-01,PHI,@,BAL,"W, 24-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,11.0,174.0,13.0,14.0,2024-12-08,PHI,,CAR,"W, 22-16",*,0.0,6,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,69,97.2,0,0.0
13,12.0,175.0,14.0,15.0,2024-12-15,PHI,,PIT,"W, 27-13",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,38,88.4,0,0.0
14,13.0,176.0,15.0,16.0,2024-12-22,PHI,@,WAS,"L, 33-36",*,0.0,7,5,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,64,94.1,0,0.0
15,14.0,177.0,16.0,17.0,2024-12-29,PHI,,DAL,"W, 41-7",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,79.0,0,0.0
16,14.0,,17.0,18.0,2025-01-05,PHI,,NYG,"W, 20-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,11-3,,0.0,49,39,10,3,0,0,0,0,0,13,0,0,1,1,0,0,0,0.0,699,80.5,0,0.0
