,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,14.0,1.0,1.0,2014-09-08,DET,,NYG,"W, 35-14",*,0.0,3,3,0,0,0,0,0,0,0,3,0,0.0,57,95.0,0,0.0
1,2.0,15.0,2.0,2.0,2014-09-14,DET,@,CAR,"L, 7-24",*,0.0,4,3,1,0,0,0,0,0,0,0,0,0.0,60,89.6,2,7.7
2,3.0,16.0,3.0,3.0,2014-09-21,DET,,GNB,"W, 19-7",*,0.0,6,4,2,0,0,0,0,0,0,1,0,0.0,53,100.0,1,5.0
3,4.0,17.0,4.0,4.0,2014-09-28,DET,@,NYJ,"W, 24-17",*,0.0,5,3,2,0,0,0,1,40,0,1,0,0.0,64,100.0,7,23.3
4,5.0,18.0,5.0,5.0,2014-10-05,DET,,BUF,"L, 14-17",*,0.0,5,5,0,0,0,0,0,0,0,1,0,0.0,70,98.6,3,9.4
5,6.0,19.0,6.0,6.0,2014-10-12,DET,@,MIN,"W, 17-3",*,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0,67,98.5,0,0.0
6,7.0,20.0,7.0,7.0,2014-10-19,DET,,NOR,"W, 24-23",*,0.0,6,5,1,0,0,0,0,0,0,2,0,0.0,73,98.6,1,3.6
7,8.0,21.0,8.0,8.0,2014-10-26,DET,@,ATL,"W, 22-21",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,54,90.0,0,0.0
8,9.0,22.0,9.0,10.0,2014-11-09,DET,,MIA,"W, 20-16",*,0.0,6,3,3,0,0,0,0,0,0,0,0,0.0,61,100.0,2,6.9
9,10.0,23.0,10.0,11.0,2014-11-16,DET,@,ARI,"L, 6-14",*,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,59,95.2,0,0.0
10,11.0,24.0,11.0,12.0,2014-11-23,DET,@,NWE,"L, 9-34",*,0.0,1,0,1,0,0,0,0,0,0,0,0,0.0,76,97.4,0,0.0
11,12.0,25.0,12.0,13.0,2014-11-27,DET,,CHI,"W, 34-17",*,0.0,8,6,2,0,0,0,0,0,0,3,0,0.0,64,100.0,1,3.4
12,13.0,26.0,13.0,14.0,2014-12-07,DET,,TAM,"W, 34-17",*,0.0,4,4,0,1,0,0,0,0,0,1,0,0.0,64,100.0,0,0.0
13,14.0,27.0,14.0,15.0,2014-12-14,DET,,MIN,"W, 16-14",*,0.0,5,5,0,0,0,0,1,2,0,2,0,0.0,66,95.7,2,8.3
14,15.0,28.0,15.0,16.0,2014-12-21,DET,@,CHI,"W, 20-14",*,0.0,4,3,1,0,0,0,0,0,0,2,0,0.0,64,100.0,6,26.1
15,16.0,29.0,16.0,17.0,2014-12-28,DET,@,GNB,"L, 20-30",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0,60,90.9,5,20.8
16,,,,,,,,,11-5,,0.0,61,48,13,1,0,0,2,42,0,17,0,0.0,1012,96.8,30,7.1
