,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2015-09-13,DET,@,SDG,"L, 28-33",*,0.0,5,3,2,0,0.0,0,1,0,0,1,0,0.0,71,94.7,0,0.0
1,2.0,31.0,2.0,2.0,2015-09-20,DET,@,MIN,"L, 16-26",*,0.0,5,4,1,0,0.0,0,0,0,0,0,0,0.0,59,90.8,0,0.0
2,3.0,32.0,3.0,3.0,2015-09-27,DET,,DEN,"L, 12-24",*,0.0,5,4,1,0,0.0,0,0,0,0,0,0,0.0,63,98.4,3,12.5
3,4.0,33.0,4.0,4.0,2015-10-05,DET,@,SEA,"L, 10-13",*,0.0,4,1,3,0,0.0,0,0,0,0,0,0,0.0,63,96.9,1,4.2
4,5.0,34.0,5.0,5.0,2015-10-11,DET,,ARI,"L, 17-42",*,0.0,2,2,0,0,0.0,0,0,0,0,1,0,0.0,36,78.3,0,0.0
5,6.0,35.0,6.0,6.0,2015-10-18,DET,,CHI,"W, 37-34 (OT)",*,0.0,6,6,0,0,0.0,0,0,0,0,4,0,0.0,79,98.8,0,0.0
6,7.0,36.0,7.0,7.0,2015-10-25,DET,,MIN,"L, 19-28",*,0.0,4,4,0,0,0.0,0,0,0,0,1,0,0.0,73,97.3,0,0.0
7,8.0,37.0,8.0,8.0,2015-11-01,DET,@,KAN,"L, 10-45",*,0.0,2,1,1,0,0.0,0,0,0,0,2,0,0.0,58,89.2,6,20.0
8,9.0,38.0,9.0,10.0,2015-11-15,DET,@,GNB,"W, 18-16",*,0.0,0,0,0,0,,0,0,0,0,0,0,0.0,87,100.0,3,9.4
9,10.0,39.0,10.0,11.0,2015-11-22,DET,,OAK,"W, 18-13",*,0.0,2,2,0,0,0.0,0,0,0,0,0,0,0.0,50,98.0,4,14.8
10,11.0,40.0,11.0,12.0,2015-11-26,DET,,PHI,"W, 45-14",*,0.0,3,1,2,0,0.0,0,0,0,0,1,0,0.0,48,81.4,2,6.5
11,12.0,41.0,12.0,13.0,2015-12-03,DET,,GNB,"L, 23-27",*,0.0,2,2,0,1,0.0,0,0,0,0,0,0,0.0,67,100.0,4,12.9
12,13.0,42.0,13.0,14.0,2015-12-13,DET,@,STL,"L, 14-21",*,0.0,2,2,0,0,0.0,0,1,0,0,1,0,0.0,55,100.0,7,28.0
13,14.0,43.0,14.0,15.0,2015-12-21,DET,@,NOR,"W, 35-27",*,0.0,7,6,1,0,0.0,0,0,0,0,2,0,0.0,74,96.1,5,16.7
14,15.0,44.0,15.0,16.0,2015-12-27,DET,,SFO,"W, 32-17",*,0.0,6,6,0,0,0.0,0,0,0,0,0,0,0.0,61,98.4,5,17.9
15,16.0,45.0,16.0,17.0,2016-01-03,DET,@,CHI,"W, 24-20",*,0.0,4,4,0,0,0.0,0,0,0,0,0,0,0.0,50,96.2,8,34.8
16,,,,,,,,,7-9,,0.0,59,48,11,1,0.0,0,2,0,0,13,0,0.0,994,95.1,48,10.5
