,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,31.0,1.0,1.0,2021-09-12,NYG,,DEN,"L, 13-27",,7,3,65,21.7,0,42.9,9.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,70.5,0,0.0,0,0.0
1,2.0,32.0,2.0,2.0,2021-09-16,NYG,@,WAS,"L, 29-30",,6,3,54,18.0,1,50.0,9.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,56.5,0,0.0,0,0.0
2,3.0,33.0,3.0,3.0,2021-09-26,NYG,,ATL,"L, 14-17",,1,1,8,8.0,0,100.0,8.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,12.9,0,0.0,0,0.0
3,3.0,,4.0,4.0,2021-10-03,NYG,@,NOR,"W, 27-21 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,,5.0,5.0,2021-10-10,NYG,@,DAL,"L, 20-44",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,3.0,,6.0,6.0,2021-10-17,NYG,,LAR,"L, 11-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,34.0,7.0,7.0,2021-10-24,NYG,,CAR,"W, 25-3",*,9,5,63,12.6,0,55.6,7.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,61.1,0,0.0,0,0.0
7,5.0,35.0,8.0,8.0,2021-11-01,NYG,@,KAN,"L, 17-20",*,2,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,86.7,0,0.0,0,0.0
8,6.0,36.0,9.0,9.0,2021-11-07,NYG,,LVR,"W, 23-16",,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,55.4,0,0.0,0,0.0
9,7.0,37.0,10.0,11.0,2021-11-22,NYG,@,TAM,"L, 10-30",,7,4,37,9.3,0,57.1,5.3,0,0,0,,0.0,2,2,0,0,0,0,1,1,0,0,0,0,34,58.6,0,0.0,0,0.0
10,8.0,38.0,11.0,12.0,2021-11-28,NYG,,PHI,"W, 13-7",*,4,3,40,13.3,0,75.0,10.0,1,-13,0,-13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,73.3,0,0.0,0,0.0
11,9.0,39.0,12.0,13.0,2021-12-05,NYG,@,MIA,"L, 9-20",*,7,2,13,6.5,0,28.6,1.9,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,52,80.0,0,0.0,0,0.0
12,10.0,40.0,13.0,14.0,2021-12-12,NYG,@,LAC,"L, 21-37",,3,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,66.7,0,0.0,0,0.0
13,11.0,41.0,14.0,15.0,2021-12-19,NYG,,DAL,"L, 6-21",,3,2,23,11.5,0,66.7,7.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,61.9,0,0.0,0,0.0
14,12.0,42.0,15.0,16.0,2021-12-26,NYG,@,PHI,"L, 10-34",*,5,1,7,7.0,0,20.0,1.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,80.3,0,0.0,0,0.0
15,12.0,,16.0,17.0,2022-01-02,NYG,@,CHI,"L, 3-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,13.0,43.0,17.0,18.0,2022-01-09,NYG,,WAS,"L, 7-22",,3,2,29,14.5,1,66.7,9.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,70.0,0,0.0,0,0.0
17,,,,,,,,,3-10,,58,26,339,13.0,2,44.8,5.8,1,-13,0,-13.0,0.0,3,3,0,0,0,0,1,1,0,0,0,0,536,63.9,0,0.0,0,0.0
