,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2025-09-07,HOU,@,LAR,"L, 9-14",*,1.0,4,4,0,3,2,0,0,0.0,44,73.3,3,15.0
1,2.0,31.0,2.0,2.0,2025-09-15,HOU,,TAM,"L, 19-20",*,1.0,4,3,1,1,1,0,0,0.0,60,75.0,3,12.0
2,3.0,32.0,3.0,3.0,2025-09-21,HOU,@,JAX,"L, 10-17",*,1.0,4,3,1,1,2,0,0,0.0,43,61.4,0,0.0
3,,,,,,,,,0-3,,3.0,12,10,2,5,5,0,0,0.0,147,70.0,6,8.3
