,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2017-09-10,LAR,,IND,"W, 46-9",*,3,2,17,8.5,0,66.7,5.7,0.0,0,0,0,0,,0,53,81.5,0,0.0,8,22.9
1,2.0,18.0,2.0,2.0,2017-09-17,LAR,,WAS,"L, 20-27",*,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0.0,0,41,82.0,0,0.0,4,12.9
2,3.0,19.0,3.0,3.0,2017-09-21,LAR,@,SFO,"W, 41-39",*,3,1,4,4.0,0,33.3,1.3,0.0,1,1,0,0,0.0,0,59,90.8,0,0.0,15,44.1
3,4.0,20.0,4.0,4.0,2017-10-01,LAR,@,DAL,"W, 35-30",*,6,3,47,15.7,0,50.0,7.8,0.0,0,0,0,0,,0,47,68.1,0,0.0,14,42.4
4,5.0,21.0,5.0,5.0,2017-10-08,LAR,,SEA,"L, 10-16",*,8,4,98,24.5,0,50.0,12.3,0.0,0,0,0,0,,0,48,64.9,0,0.0,5,21.7
5,6.0,22.0,6.0,6.0,2017-10-15,LAR,@,JAX,"W, 27-17",*,3,1,0,0.0,0,33.3,0.0,0.0,0,0,0,0,,0,45,77.6,0,0.0,8,22.2
6,7.0,23.0,7.0,7.0,2017-10-22,LAR,,ARI,"W, 33-0",*,3,3,13,4.3,0,100.0,4.3,0.0,0,0,0,0,,0,54,67.5,0,0.0,7,29.2
7,8.0,24.0,8.0,9.0,2017-11-05,LAR,@,NYG,"W, 51-17",*,2,1,8,8.0,1,50.0,4.0,0.0,0,0,0,0,,0,50,78.1,0,0.0,14,41.2
8,9.0,25.0,9.0,10.0,2017-11-12,LAR,,HOU,"W, 33-7",*,4,2,22,11.0,0,50.0,5.5,0.0,0,0,0,0,,0,54,81.8,0,0.0,9,29.0
9,10.0,26.0,10.0,11.0,2017-11-19,LAR,@,MIN,"L, 7-24",*,5,1,5,5.0,0,20.0,1.0,0.0,0,0,0,0,,0,44,74.6,0,0.0,6,26.1
10,11.0,27.0,11.0,12.0,2017-11-26,LAR,,NOR,"W, 26-20",*,3,3,48,16.0,0,100.0,16.0,0.0,0,0,0,0,,0,48,62.3,0,0.0,8,24.2
11,12.0,28.0,12.0,13.0,2017-12-03,LAR,@,ARI,"W, 32-16",*,1,1,6,6.0,0,100.0,6.0,0.0,1,1,0,0,0.0,0,38,65.5,0,0.0,12,38.7
12,13.0,29.0,13.0,14.0,2017-12-10,LAR,,PHI,"L, 35-43",*,0,0,0,,0,,,0.0,0,0,0,0,,0,35,72.9,0,0.0,6,16.7
13,14.0,30.0,14.0,15.0,2017-12-17,LAR,@,SEA,"W, 42-7",*,1,1,12,12.0,0,100.0,12.0,0.0,0,0,0,0,,0,49,72.1,0,0.0,7,21.2
14,15.0,31.0,15.0,16.0,2017-12-24,LAR,@,TEN,"W, 27-23",*,2,2,15,7.5,0,100.0,7.5,0.0,0,0,0,0,,0,53,79.1,0,0.0,5,16.1
15,16.0,32.0,16.0,17.0,2017-12-31,LAR,,SFO,"L, 13-34",*,0,0,0,,0,,,0.0,0,0,0,0,0.0,0,12,18.5,0,0.0,3,10.3
16,,,,,,,,,11-5,,45,25,295,11.8,1,55.6,6.6,0.0,2,2,0,0,0.0,0,730,70.7,0,0.0,131,26.4
