,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,111.0,1.0,1.0,2023-09-10,LAR,@,SEA,"W, 30-13",*,3,3,49,16.3,0,100.0,16.3,74,91.4,0,0.0,0,0.0
1,2.0,112.0,2.0,2.0,2023-09-17,LAR,,SFO,"L, 23-30",*,7,3,12,4.0,0,42.9,1.7,74,92.5,0,0.0,0,0.0
2,3.0,113.0,3.0,3.0,2023-09-25,LAR,@,CIN,"L, 16-19",*,5,5,71,14.2,0,100.0,14.2,53,96.4,0,0.0,0,0.0
3,4.0,114.0,4.0,4.0,2023-10-01,LAR,@,IND,"W, 29-23 (OT)",*,11,5,64,12.8,0,45.5,5.8,77,93.9,0,0.0,0,0.0
4,5.0,115.0,5.0,5.0,2023-10-08,LAR,,PHI,"L, 14-23",*,3,2,20,10.0,0,66.7,6.7,50,89.3,0,0.0,0,0.0
5,6.0,116.0,6.0,6.0,2023-10-15,LAR,,ARI,"W, 26-9",*,3,2,18,9.0,0,66.7,6.0,54,94.7,0,0.0,0,0.0
6,7.0,117.0,7.0,7.0,2023-10-22,LAR,,PIT,"L, 17-24",*,3,1,7,7.0,0,33.3,2.3,61,89.7,0,0.0,0,0.0
7,8.0,118.0,8.0,8.0,2023-10-29,LAR,@,DAL,"L, 20-43",*,7,5,45,9.0,0,71.4,6.4,54,87.1,0,0.0,0,0.0
8,9.0,119.0,9.0,9.0,2023-11-05,LAR,@,GNB,"L, 3-20",*,1,0,0,,0,0.0,0.0,53,91.4,0,0.0,0,0.0
9,10.0,120.0,10.0,11.0,2023-11-19,LAR,,SEA,"W, 17-16",*,3,1,17,17.0,0,33.3,5.7,66,98.5,0,0.0,0,0.0
10,11.0,121.0,11.0,12.0,2023-11-26,LAR,@,ARI,"W, 37-14",*,5,5,29,5.8,2,100.0,5.8,50,74.6,0,0.0,1,3.6
11,12.0,122.0,12.0,13.0,2023-12-03,LAR,,CLE,"W, 36-19",*,4,2,35,17.5,0,50.0,8.8,43,67.2,0,0.0,0,0.0
12,12.0,,13.0,14.0,2023-12-10,LAR,@,BAL,"L, 31-37 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,13.0,123.0,14.0,15.0,2023-12-17,LAR,,WAS,"W, 28-20",*,5,4,36,9.0,0,80.0,7.2,47,62.7,0,0.0,2,7.4
14,14.0,124.0,15.0,16.0,2023-12-21,LAR,,NOR,"W, 30-22",*,3,3,30,10.0,0,100.0,10.0,52,74.3,0,0.0,2,8.3
15,15.0,125.0,16.0,17.0,2023-12-31,LAR,@,NYG,"W, 26-25",*,7,6,62,10.3,0,85.7,8.9,58,93.5,0,0.0,1,3.3
16,15.0,,17.0,18.0,2024-01-07,LAR,@,SFO,"W, 21-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,9-6,,70,47,495,10.5,2,67.1,7.1,866,86.3,0,0.0,6,1.5
