,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2016,23,LAR,NFL,TE,16,7,29,11,85,7.7,1,3,10.3,31,0.7,5.3,37.9,2.9,0,0,0,0,,,,0.0,0.0,11,7.7,85,1,0,1.0,
1,2017,24,LAR,NFL,TE,16,16,45,25,295,11.8,1,12,44.4,38,1.6,18.4,55.6,6.6,0,0,0,0,,,,0.0,0.0,25,11.8,295,1,0,3.0,
2,2018,25,LAR,NFL,TE,16,16,34,24,292,12.2,2,16,64.7,36,1.5,18.3,70.6,8.6,0,0,0,0,,,,0.0,0.0,24,12.2,292,2,1,3.0,
3,2019,26,LAR,NFL,TE,15,15,89,69,734,10.6,3,36,66.3,33,4.6,48.9,77.5,8.2,0,0,0,0,,,,0.0,0.0,69,10.6,734,3,0,6.0,
4,2020,27,LAR,NFL,TE,15,15,60,44,521,11.8,5,27,61.7,44,2.9,34.7,73.3,8.7,1,1,0,0,0.0,1.0,1.0,0.1,0.1,45,11.6,522,5,0,4.0,
5,2021,28,LAR,NFL,TE,15,15,85,61,560,9.2,5,33,60.0,37,4.1,37.3,71.8,6.6,0,0,0,0,,,,0.0,0.0,61,9.2,560,5,1,5.0,
6,2022,29,LAR,NFL,TE,17,17,108,72,620,8.6,3,32,51.9,26,4.2,36.5,66.7,5.7,0,0,0,0,,,,0.0,0.0,72,8.6,620,3,0,6.0,
7,2023,30,LAR,NFL,TE,15,15,70,47,495,10.5,2,26,57.1,33,3.1,33.0,67.1,7.1,0,0,0,0,,,,0.0,0.0,47,10.5,495,2,0,5.0,
8,2024,31,LAR,NFL,TE,3,3,12,8,66,8.3,2,5,58.3,17,2.7,22.0,66.7,5.5,0,0,0,0,,,,0.0,0.0,8,8.3,66,2,0,1.0,
9,2025,32,LAR,NFL,TE,3,3,6,4,37,9.3,0,2,50.0,20,1.3,12.3,66.7,6.2,0,0,0,0,,,,0.0,0.0,4,9.3,37,0,0,,
10,10 Yrs,10 Yrs,10 Yrs,10 Yrs,,131,122,538,365,3705,10.2,24,192,55.4,44,2.8,28.3,67.8,6.9,1,1,0,0,0.0,1.0,1.0,0.0,0.0,366,10.1,3706,24,2,34.0,
11,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,16,70,47,481,10.2,3,25,55.4,44,2.8,28.3,67.8,6.9,0,0,0,0,0.0,1.0,1.0,0.0,0.0,47,10.1,481,3,0,,
