,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,64.0,1.0,1.0,2020-09-13,LAR,,DAL,"W, 20-17",*,4,3,40,13.3,0,75.0,10.0,0,0,0,,65,89.0,0,0.0,5,19.2
1,2.0,65.0,2.0,2.0,2020-09-20,LAR,@,PHI,"W, 37-19",*,5,5,54,10.8,3,100.0,10.8,0,0,0,,59,85.5,0,0.0,6,24.0
2,3.0,66.0,3.0,3.0,2020-09-27,LAR,@,BUF,"L, 32-35",*,2,2,40,20.0,0,100.0,20.0,0,0,0,,50,72.5,0,0.0,5,20.8
3,4.0,67.0,4.0,4.0,2020-10-04,LAR,,NYG,"W, 17-9",*,4,3,20,6.7,0,75.0,5.0,0,0,0,,48,84.2,0,0.0,3,13.0
4,5.0,68.0,5.0,5.0,2020-10-11,LAR,@,WAS,"W, 30-10",*,2,2,12,6.0,0,100.0,6.0,0,0,0,,56,82.4,0,0.0,5,16.1
5,6.0,69.0,6.0,6.0,2020-10-18,LAR,@,SFO,"L, 16-24",*,4,3,56,18.7,0,75.0,14.0,0,0,0,,45,75.0,0,0.0,3,11.1
6,6.0,,7.0,7.0,2020-10-26,LAR,,CHI,"W, 24-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,7.0,70.0,8.0,8.0,2020-11-01,LAR,@,MIA,"L, 17-28",*,4,2,14,7.0,0,50.0,3.5,0,0,0,,57,60.0,0,0.0,0,0.0
8,8.0,71.0,9.0,10.0,2020-11-15,LAR,,SEA,"W, 23-16",*,6,3,60,20.0,0,50.0,10.0,0,0,0,,59,84.3,0,0.0,5,20.8
9,9.0,72.0,10.0,11.0,2020-11-23,LAR,@,TAM,"W, 27-24",*,4,4,19,4.8,0,100.0,4.8,1,1,0,1.0,52,72.2,0,0.0,6,20.0
10,10.0,73.0,11.0,12.0,2020-11-29,LAR,,SFO,"L, 20-23",*,2,1,6,6.0,0,50.0,3.0,0,0,0,,38,61.3,0,0.0,0,0.0
11,11.0,74.0,12.0,13.0,2020-12-06,LAR,@,ARI,"W, 38-28",*,6,4,24,6.0,1,66.7,4.0,0,0,0,,69,84.1,0,0.0,0,0.0
12,12.0,75.0,13.0,14.0,2020-12-10,LAR,,NWE,"W, 24-3",*,2,2,34,17.0,0,100.0,17.0,0,0,0,,55,87.3,0,0.0,0,0.0
13,13.0,76.0,14.0,15.0,2020-12-20,LAR,,NYJ,"L, 20-23",*,5,4,67,16.8,1,80.0,13.4,0,0,0,,49,83.1,0,0.0,0,0.0
14,14.0,77.0,15.0,16.0,2020-12-27,LAR,@,SEA,"L, 9-20",*,6,3,34,11.3,0,50.0,5.7,0,0,0,,52,69.3,0,0.0,0,0.0
15,15.0,78.0,16.0,17.0,2021-01-03,LAR,,ARI,"W, 18-7",*,4,3,41,13.7,0,75.0,10.3,0,0,0,,60,82.2,0,0.0,0,0.0
16,,,,,,,,,9-6,,60,44,521,11.8,5,73.3,8.7,1,1,0,1.0,814,77.7,0,0.0,38,9.2
