,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-10,SFO,,CAR,"L, 3-23",*,6,5,27,5.4,0,83.3,4.5,54,94.7,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2017-09-17,SFO,@,SEA,"L, 9-12",*,2,2,13,6.5,0,100.0,6.5,43,87.8,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2017-09-21,SFO,,LAR,"L, 39-41",,3,1,8,8.0,0,33.3,2.7,37,46.8,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2017-10-01,SFO,@,ARI,"L, 15-18 (OT)",,3,2,35,17.5,0,66.7,11.7,75,89.3,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2017-10-08,SFO,@,IND,"L, 23-26 (OT)",*,9,7,83,11.9,1,77.8,9.2,40,55.6,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2017-10-15,SFO,@,WAS,"L, 24-26",*,8,4,46,11.5,0,50.0,5.8,66,91.7,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2017-10-22,SFO,,DAL,"L, 10-40",*,2,1,16,16.0,0,50.0,8.0,31,47.0,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2017-10-29,SFO,@,PHI,"L, 10-33",*,4,2,22,11.0,0,50.0,5.5,41,62.1,0,0.0,1,3.1
8,9.0,9.0,9.0,9.0,2017-11-05,SFO,,ARI,"L, 10-20",*,5,3,27,9.0,0,60.0,5.4,34,45.3,0,0.0,0,0.0
9,9.0,,10.0,10.0,2017-11-12,SFO,,NYG,"W, 31-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,10.0,10.0,11.0,12.0,2017-11-26,SFO,,SEA,"L, 13-24",,2,1,14,14.0,0,50.0,7.0,25,35.2,0,0.0,0,0.0
11,11.0,11.0,12.0,13.0,2017-12-03,SFO,@,CHI,"W, 15-14",,3,2,20,10.0,0,66.7,6.7,27,36.0,0,0.0,0,0.0
12,12.0,12.0,13.0,14.0,2017-12-10,SFO,@,HOU,"W, 26-16",,2,2,10,5.0,0,100.0,5.0,20,27.4,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2017-12-17,SFO,,TEN,"W, 25-23",,5,4,52,13.0,0,80.0,10.4,28,40.0,0,0.0,0,0.0
14,14.0,14.0,15.0,16.0,2017-12-24,SFO,,JAX,"W, 44-33",,3,3,42,14.0,1,100.0,14.0,35,53.0,0,0.0,3,9.4
15,15.0,15.0,16.0,17.0,2017-12-31,SFO,@,LAR,"W, 34-13",,6,4,100,25.0,0,66.7,16.7,36,56.3,0,0.0,2,6.9
16,,,,,,,,,5-10,,63,43,515,12.0,2,68.3,8.2,592,57.0,0,0.0,6,1.4
