,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,NWE,,MIA,"L, 16-17",,1,2,0,2.0,1,1,9,9.0,0,100.0,9.0,1,1,0,0,0,0,5,6.7,0,0.0,0,0.0
1,1.0,,2.0,2.0,2021-09-19,NWE,@,NYJ,"W, 25-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2021-09-26,NWE,,NOR,"L, 13-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2021-10-03,NWE,,TAM,"L, 17-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2.0,2.0,5.0,5.0,2021-10-10,NWE,@,HOU,"W, 25-22",,11,23,0,2.1,0,0,0,,0,,,0,0,0,0,0,0,22,34.4,0,0.0,0,0.0
5,3.0,3.0,6.0,6.0,2021-10-17,NWE,,DAL,"L, 29-35 (OT)",,5,23,1,4.6,3,3,39,13.0,0,100.0,13.0,0,0,0,0,0,0,18,33.3,0,0.0,0,0.0
6,3.0,,7.0,7.0,2021-10-24,NWE,,NYJ,"W, 54-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,4.0,4.0,8.0,8.0,2021-10-31,NWE,@,LAC,"W, 27-24",,8,26,0,3.3,2,1,5,5.0,0,50.0,2.5,0,0,0,0,0,0,12,15.6,0,0.0,0,0.0
8,5.0,5.0,9.0,9.0,2021-11-07,NWE,@,CAR,"W, 24-6",,10,62,0,6.2,2,2,44,22.0,0,100.0,22.0,0,0,0,0,0,0,17,27.4,0,0.0,1,4.5
9,6.0,6.0,10.0,10.0,2021-11-14,NWE,,CLE,"W, 45-7",*,20,100,2,5.0,5,4,14,3.5,0,80.0,2.8,0,0,0,0,0,0,37,55.2,0,0.0,0,0.0
10,7.0,7.0,11.0,11.0,2021-11-18,NWE,@,ATL,"W, 25-0",,12,69,0,5.8,1,1,6,6.0,0,100.0,6.0,0,0,0,0,0,0,22,34.4,0,0.0,0,0.0
11,8.0,8.0,12.0,12.0,2021-11-28,NWE,,TEN,"W, 36-13",,9,46,0,5.1,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,20,33.3,0,0.0,0,0.0
12,9.0,9.0,13.0,13.0,2021-12-06,NWE,@,BUF,"W, 14-10",,24,78,0,3.3,0,0,0,,0,,,0,0,0,0,0,0,32,62.7,0,0.0,0,0.0
13,10.0,10.0,14.0,15.0,2021-12-18,NWE,@,IND,"L, 17-27",*,10,36,0,3.6,1,1,4,4.0,0,100.0,4.0,1,0,0,0,0,0,31,45.6,0,0.0,0,0.0
14,10.0,,15.0,16.0,2021-12-26,NWE,,BUF,"L, 21-33",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,11.0,11.0,16.0,17.0,2022-01-02,NWE,,JAX,"W, 50-10",,19,107,2,5.6,0,0,0,,0,,,0,0,0,0,0,0,40,55.6,0,0.0,0,0.0
16,12.0,12.0,17.0,18.0,2022-01-09,NWE,@,MIA,"L, 24-33",,4,34,0,8.5,2,1,2,2.0,0,50.0,1.0,0,0,0,0,0,0,9,14.5,0,0.0,0,0.0
17,,,,,,,,,8-4,,133,606,5,4.6,18,14,123,8.8,0,77.8,6.8,2,1,0,0,0,0,265,34.1,0,0.0,1,0.3
