,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,13.0,1.0,1.0,2022-09-11,NWE,@,MIA,"L, 7-20",,8,25,0,3.1,2,2,2,1.0,0,100.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14,24.6,0,0.0,0,0.0
1,2.0,14.0,2.0,2.0,2022-09-18,NWE,@,PIT,"W, 17-14",,9,47,0,5.2,2,1,4,4.0,0,50.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,61.8,0,0.0,0,0.0
2,3.0,15.0,3.0,3.0,2022-09-25,NWE,,BAL,"L, 26-37",,12,73,1,6.1,5,4,28,7.0,0,80.0,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,62.1,0,0.0,0,0.0
3,4.0,16.0,4.0,4.0,2022-10-02,NWE,@,GNB,"L, 24-27 (OT)",,14,66,0,4.7,5,4,23,5.8,0,80.0,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,55.2,0,0.0,0,0.0
4,5.0,17.0,5.0,5.0,2022-10-09,NWE,,DET,"W, 29-0",,25,161,0,6.4,2,2,14,7.0,0,100.0,7.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,54,90.0,0,0.0,0,0.0
5,6.0,18.0,6.0,6.0,2022-10-16,NWE,@,CLE,"W, 38-15",*,19,76,2,4.0,5,4,15,3.8,0,80.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,85.7,0,0.0,0,0.0
6,7.0,19.0,7.0,7.0,2022-10-24,NWE,,CHI,"L, 14-33",*,11,39,1,3.5,8,8,59,7.4,0,100.0,7.4,0.0,2,2,0,0,0,0,0,0,0,0,0,0,40,76.9,0,0.0,0,0.0
7,8.0,20.0,8.0,8.0,2022-10-30,NWE,@,NYJ,"W, 22-17",,16,71,0,4.4,7,7,72,10.3,0,100.0,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,62.8,0,0.0,1,3.6
8,9.0,21.0,9.0,9.0,2022-11-06,NWE,,IND,"W, 26-3",*,15,60,0,4.0,7,3,10,3.3,1,42.9,1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,73.0,0,0.0,0,0.0
9,10.0,22.0,10.0,11.0,2022-11-20,NWE,,NYJ,"W, 10-3",,15,26,0,1.7,6,6,56,9.3,0,100.0,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,77.8,0,0.0,0,0.0
10,11.0,23.0,11.0,12.0,2022-11-24,NWE,@,MIN,"L, 26-33",,7,36,0,5.1,10,9,76,8.4,0,90.0,7.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,81.8,0,0.0,0,0.0
11,12.0,24.0,12.0,13.0,2022-12-01,NWE,,BUF,"L, 10-24",*,10,54,0,5.4,8,6,24,4.0,0,75.0,3.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,53,98.1,0,0.0,0,0.0
12,13.0,25.0,13.0,14.0,2022-12-12,NWE,@,ARI,"W, 27-13",*,3,8,0,2.7,3,2,2,1.0,0,66.7,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,22.0,0,0.0,0,0.0
13,14.0,26.0,14.0,15.0,2022-12-18,NWE,@,LVR,"L, 24-30",,19,172,1,9.1,3,2,-4,-2.0,0,66.7,-1.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,66.2,0,0.0,0,0.0
14,15.0,27.0,15.0,16.0,2022-12-24,NWE,,CIN,"L, 18-22",*,13,30,0,2.3,5,2,3,1.5,0,40.0,0.6,0.0,0,0,0,0,0,0,2,1,0,0,0,0,51,91.1,0,0.0,0,0.0
15,16.0,28.0,16.0,17.0,2023-01-01,NWE,,MIA,"W, 23-21",*,8,42,0,5.3,4,2,9,4.5,0,50.0,2.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,56.7,0,0.0,1,3.7
16,17.0,29.0,17.0,18.0,2023-01-08,NWE,@,BUF,"L, 23-35",,6,54,0,9.0,6,5,28,5.6,0,83.3,4.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,33,48.5,0,0.0,0,0.0
17,,,,,,,,,8-9,,210,1040,5,5.0,88,69,421,6.1,1,78.4,4.8,0.0,3,3,0,0,0,0,4,1,0,2,0,0,699,66.4,0,0.0,2,0.4
