,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2021,23,NWE,NFL,RB,12,2,133,606,5,33,57.9,21,4.6,50.5,11.1,18,14,123,8.8,0,3,50.0,41,1.2,10.3,77.8,6.8,147,5.0,729,5,2,5,
1,2022,24,NWE,NFL,RB,17,7,210,1040,5,49,45.7,49,5.0,61.2,12.4,88,69,421,6.1,1,13,39.8,40,4.1,24.8,78.4,4.8,279,5.2,1461,6,4,9,
2,2023,25,NWE,NFL,RB,12,12,156,619,4,36,49.4,64,4.0,51.6,13.0,51,38,238,6.3,0,8,35.3,34,3.2,19.8,74.5,4.7,194,4.4,857,4,1,4,
3,2024,26,NWE,NFL,RB,15,14,207,801,7,40,50.2,33,3.9,53.4,13.8,41,33,168,5.1,1,8,39.0,16,2.2,11.2,80.5,4.1,240,4.0,969,8,7,5,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,56,35,706,3066,21,158,50.1,64,4.3,54.8,12.6,198,154,950,6.2,2,32,39.4,41,2.8,17.0,77.8,4.8,860,4.7,4016,23,14,23,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,11,214,931,6,48,50.1,64,4.3,54.8,12.6,60,47,288,6.2,1,10,39.4,41,2.8,17.0,77.8,4.8,261,1.4,1219,7,4,7,
