,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2023-09-10,SEA,,LAR,"L, 13-30",*,16,26,61.5,112,1,0,4.3,5.08,84.1,2,17,1,6,0,6.0,0,0,0,,0,,,0,0,0,0,0,0,51,100.0,0,0.0,0,0.0
1,2.0,64.0,2.0,2.0,2023-09-17,SEA,@,DET,"W, 37-31 (OT)",*,32,41,78.0,328,2,0,8.0,8.98,116.3,1,17,3,20,0,6.7,0,0,0,,0,,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
2,3.0,65.0,3.0,3.0,2023-09-24,SEA,,CAR,"W, 37-27",*,23,36,63.9,296,1,1,8.2,7.53,87.3,2,17,4,-4,0,-1.0,0,0,0,,0,,,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0
3,4.0,66.0,4.0,4.0,2023-10-02,SEA,@,NYG,"W, 24-3",*,13,20,65.0,110,1,0,5.5,6.50,95.8,2,13,0,0,0,,1,1,-2,-2.0,0,100.0,-2.0,0,0,0,0,0,0,38,69.1,0,0.0,0,0.0
4,5.0,67.0,5.0,6.0,2023-10-15,SEA,@,CIN,"L, 13-17",*,27,41,65.9,326,0,2,8.0,5.76,69.8,4,29,4,20,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0
5,6.0,68.0,6.0,7.0,2023-10-22,SEA,,ARI,"W, 20-10",*,18,24,75.0,219,2,1,9.1,8.92,113.0,2,16,6,10,0,1.7,0,0,0,,0,,,1,1,0,0,-3,0,60,100.0,0,0.0,0,0.0
6,7.0,69.0,7.0,8.0,2023-10-29,SEA,,CLE,"W, 24-20",*,23,37,62.2,254,2,2,6.9,5.51,78.0,1,6,2,-3,0,-1.5,0,0,0,,0,,,1,0,0,1,0,0,58,100.0,0,0.0,0,0.0
7,8.0,70.0,8.0,9.0,2023-11-05,SEA,@,BAL,"L, 3-37",*,13,28,46.4,157,0,1,5.6,4.00,49.3,4,34,2,4,0,2.0,0,0,0,,0,,,1,1,0,0,0,0,49,100.0,0,0.0,0,0.0
8,9.0,71.0,9.0,10.0,2023-11-12,SEA,,WAS,"W, 29-26",*,31,47,66.0,369,2,0,7.9,8.70,103.9,1,0,1,13,0,13.0,0,0,0,,0,,,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0
9,10.0,72.0,10.0,11.0,2023-11-19,SEA,@,LAR,"L, 16-17",*,22,34,64.7,233,1,0,6.9,7.44,94.4,2,13,1,-1,0,-1.0,0,0,0,,0,,,0,0,0,0,0,0,57,87.7,0,0.0,0,0.0
10,11.0,73.0,11.0,12.0,2023-11-23,SEA,,SFO,"L, 13-31",*,18,27,66.7,180,0,1,6.7,5.00,70.0,6,48,4,21,0,5.3,0,0,0,,0,,,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0
11,12.0,74.0,12.0,13.0,2023-11-30,SEA,@,DAL,"L, 35-41",*,23,41,56.1,334,3,1,8.1,8.51,97.0,0,0,2,6,1,3.0,0,0,0,,0,,,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
12,12.0,,13.0,14.0,2023-12-10,SEA,@,SFO,"L, 16-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12.0,,14.0,15.0,2023-12-18,SEA,,PHI,"W, 20-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,13.0,75.0,15.0,16.0,2023-12-24,SEA,@,TEN,"W, 20-17",*,25,36,69.4,227,2,0,6.3,7.42,104.7,3,12,1,2,0,2.0,0,0,0,,0,,,1,0,0,1,0,0,62,100.0,0,0.0,0,0.0
15,14.0,76.0,16.0,17.0,2023-12-31,SEA,,PIT,"L, 23-30",*,23,33,69.7,290,1,0,8.8,9.39,106.9,1,9,3,33,0,11.0,0,0,0,,0,,,1,1,0,0,0,0,49,100.0,0,0.0,0,0.0
16,15.0,77.0,17.0,18.0,2024-01-07,SEA,@,ARI,"W, 21-20",*,16,28,57.1,189,2,0,6.8,8.18,101.6,0,0,3,28,0,9.3,0,0,0,,0,,,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0
17,,,,,,,,,8-7,,323,499,64.7,3624,20,9,7.3,7.25,92.1,31,231,37,155,1,4.2,1,1,-2,-2.0,0,100.0,-2.0,5,3,0,2,-3,0,906,97.3,0,0.0,0,0.0
