,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2022-09-12,SEA,,DEN,"W, 17-16",*,23,28,82.1,195,2,0,7.0,8.39,119.5,2,18,6,14,0,2.3,0.0,1,1,0,0,0,0,1,0,0,0,0,0,55,100.0,0,0.0,0,0.0
1,2.0,47.0,2.0,2.0,2022-09-18,SEA,@,SFO,"L, 7-27",*,24,30,80.0,197,0,1,6.6,5.07,80.1,2,17,2,2,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,100.0,0,0.0,0,0.0
2,3.0,48.0,3.0,3.0,2022-09-25,SEA,,ATL,"L, 23-27",*,32,44,72.7,325,2,1,7.4,7.27,99.1,2,17,2,-1,0,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
3,4.0,49.0,4.0,4.0,2022-10-02,SEA,@,DET,"W, 48-45",*,23,30,76.7,320,2,0,10.7,12.0,132.6,0,0,7,49,1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
4,5.0,50.0,5.0,5.0,2022-10-09,SEA,@,NOR,"L, 32-39",*,16,25,64.0,268,3,0,10.7,13.12,139.7,3,23,3,13,0,4.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,100.0,0,0.0,0,0.0
5,6.0,51.0,6.0,6.0,2022-10-16,SEA,,ARI,"W, 19-9",*,20,31,64.5,197,0,0,6.4,6.35,82.3,5,37,6,48,0,8.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,68,100.0,0,0.0,0,0.0
6,7.0,52.0,7.0,7.0,2022-10-23,SEA,@,LAC,"W, 37-23",*,20,27,74.1,210,2,1,7.8,7.59,105.5,2,19,4,7,0,1.8,0.0,0,0,0,0,0,0,1,1,0,0,2,0,71,100.0,0,0.0,0,0.0
7,8.0,53.0,8.0,8.0,2022-10-30,SEA,,NYG,"W, 27-13",*,23,34,67.6,212,2,0,6.2,7.41,104.0,3,22,5,26,0,5.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0
8,9.0,54.0,9.0,9.0,2022-11-06,SEA,@,ARI,"W, 31-21",*,26,34,76.5,275,2,1,8.1,7.94,106.9,2,12,6,38,0,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
9,10.0,55.0,10.0,10.0,2022-11-13,SEA,@,TAM,"L, 16-21",*,23,33,69.7,275,2,0,8.3,9.55,115.1,3,31,4,22,0,5.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,52,100.0,0,0.0,0,0.0
10,11.0,56.0,11.0,12.0,2022-11-27,SEA,,LVR,"L, 34-40 (OT)",*,27,37,73.0,328,2,1,8.9,8.73,106.6,3,21,5,22,0,4.4,0.0,0,0,0,0,0,0,1,1,0,0,0,0,65,100.0,0,0.0,0,0.0
11,12.0,57.0,12.0,13.0,2022-12-04,SEA,@,LAR,"W, 27-23",*,28,39,71.8,367,3,1,9.4,9.79,116.1,4,19,2,3,0,1.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,67,100.0,0,0.0,0,0.0
12,13.0,58.0,13.0,14.0,2022-12-11,SEA,,CAR,"L, 24-30",*,21,36,58.3,264,3,2,7.3,6.5,85.9,3,23,3,20,0,6.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
13,14.0,59.0,14.0,15.0,2022-12-15,SEA,,SFO,"L, 13-21",*,31,44,70.5,238,1,0,5.4,5.86,90.9,3,31,1,18,0,18.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,64,100.0,0,0.0,0,0.0
14,15.0,60.0,15.0,16.0,2022-12-24,SEA,@,KAN,"L, 10-24",*,25,40,62.5,215,1,1,5.4,4.75,74.5,2,15,3,16,0,5.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
15,16.0,61.0,16.0,17.0,2023-01-01,SEA,,NYJ,"W, 23-6",*,18,29,62.1,183,2,0,6.3,7.69,103.1,4,35,5,18,0,3.6,0.0,0,0,0,0,0,0,1,0,0,1,0,0,72,100.0,0,0.0,0,0.0
16,17.0,62.0,17.0,18.0,2023-01-08,SEA,,LAR,"W, 19-16 (OT)",*,19,31,61.3,213,1,2,6.9,4.61,65.7,3,8,4,51,0,12.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
17,,,,,,,,,9-8,,399,572,69.8,4282,30,11,7.5,7.67,100.9,46,348,68,366,1,5.4,0.0,1,1,0,0,0,0,8,4,0,2,2,0,1093,100.0,0,0.0,0,0.0
