,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Ret,Yds.1,PRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,47.0,1.0,1.0,2025-09-04,PHI,,DAL,"W, 24-20",*,3,3,59,19.7,0,100.0,19.7,0,0,0,,29,46.0,0,0.0,2,9.1
1,2.0,48.0,2.0,2.0,2025-09-14,PHI,@,KAN,"W, 20-17",,1,1,4,4.0,0,100.0,4.0,1,14,0,14.0,22,36.7,0,0.0,3,12.5
2,3.0,49.0,3.0,3.0,2025-09-21,PHI,,LAR,"W, 33-26",,3,1,7,7.0,0,33.3,2.3,0,0,0,,52,77.6,0,0.0,1,3.6
3,,,,,,,,,3-0,,7,5,70,14.0,0,71.4,10.0,1,14,0,14.0,103,54.2,0,0.0,6,8.1
