,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,WAS,,JAX,"W, 28-22",*,5,3,40,13.3,2,60.0,8.0,1,-10,0,-10.0,0.0,1,1,0,0,0,0,68,88.3,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2022-09-18,WAS,@,DET,"L, 27-36",*,5,4,59,14.8,1,80.0,11.8,0,0,0,,0.0,0,0,0,0,0,0,73,98.6,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2022-09-25,WAS,,PHI,"L, 8-24",*,8,2,10,5.0,0,25.0,1.3,0,0,0,,0.0,0,0,0,0,0,0,67,87.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2022-10-02,WAS,@,DAL,"L, 10-25",,4,3,43,14.3,1,75.0,10.8,0,0,0,,0.0,1,1,0,0,0,0,44,59.5,0,0.0,0,0.0
4,4.0,,5.0,5.0,2022-10-09,WAS,,TEN,"L, 17-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,6.0,2022-10-13,WAS,@,CHI,"W, 12-7",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,,7.0,7.0,2022-10-23,WAS,,GNB,"W, 23-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,4.0,,8.0,8.0,2022-10-30,WAS,@,IND,"W, 17-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,4.0,,9.0,9.0,2022-11-06,WAS,,MIN,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,5.0,5.0,10.0,10.0,2022-11-14,WAS,@,PHI,"W, 32-21",,1,1,14,14.0,0,100.0,14.0,0,0,0,,0.0,0,0,0,0,0,0,34,41.0,0,0.0,0,0.0
10,6.0,6.0,11.0,11.0,2022-11-20,WAS,@,HOU,"W, 23-10",*,2,1,13,13.0,0,50.0,6.5,1,3,0,3.0,0.0,0,0,0,0,0,0,45,66.2,0,0.0,0,0.0
11,7.0,7.0,12.0,12.0,2022-11-27,WAS,,ATL,"W, 19-13",*,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,38,61.3,0,0.0,0,0.0
12,8.0,8.0,13.0,13.0,2022-12-04,WAS,@,NYG,"T, 20-20 (OT)",*,9,5,54,10.8,1,55.6,6.0,0,0,0,,0.0,0,0,0,0,0,0,67,78.8,0,0.0,0,0.0
13,9.0,9.0,14.0,15.0,2022-12-18,WAS,,NYG,"L, 12-20",*,6,4,105,26.3,1,66.7,17.5,0,0,0,,0.0,0,0,0,0,0,0,50,79.4,0,0.0,0,0.0
14,10.0,10.0,15.0,16.0,2022-12-24,WAS,@,SFO,"L, 20-37",*,9,6,76,12.7,1,66.7,8.4,0,0,0,,0.0,0,0,0,0,0,0,63,86.3,0,0.0,0,0.0
15,11.0,11.0,16.0,17.0,2023-01-01,WAS,,CLE,"L, 10-24",*,7,3,37,12.3,0,42.9,5.3,0,0,0,,0.0,0,0,0,0,0,0,53,76.8,0,0.0,0,0.0
16,12.0,12.0,17.0,18.0,2023-01-08,WAS,,DAL,"W, 26-6",*,4,3,72,24.0,0,75.0,18.0,0,0,0,,0.0,0,0,0,0,0,0,49,74.2,0,0.0,0,0.0
17,,,,,,,,,5-6-1,,61,35,523,14.9,7,57.4,8.6,2,-7,0,-3.5,0.0,2,2,0,0,0,0,651,74.7,0,0.0,0,0.0
