,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,125.0,1.0,1.0,2024-09-08,MIA,,JAX,"W, 20-17",*,12,7,130,18.6,1,58.3,10.8,0,0,0,,1,11,0,11.0,50,70.4,0,0.0,1,4.0
1,2.0,126.0,2.0,2.0,2024-09-12,MIA,,BUF,"L, 10-31",*,6,3,24,8.0,0,50.0,4.0,1,12,0,12.0,0,0,0,,52,68.4,0,0.0,0,0.0
2,3.0,127.0,3.0,3.0,2024-09-22,MIA,@,SEA,"L, 3-24",*,5,3,40,13.3,0,60.0,8.0,0,0,0,,0,0,0,,46,75.4,0,0.0,0,0.0
3,4.0,128.0,4.0,4.0,2024-09-30,MIA,,TEN,"L, 12-31",*,7,4,23,5.8,0,57.1,3.3,3,19,0,6.3,0,0,0,,44,73.3,0,0.0,0,0.0
4,5.0,129.0,5.0,5.0,2024-10-06,MIA,@,NWE,"W, 15-10",*,10,6,69,11.5,0,60.0,6.9,0,0,0,,0,0,0,,62,79.5,0,0.0,0,0.0
5,6.0,130.0,6.0,7.0,2024-10-20,MIA,@,IND,"L, 10-16",*,2,1,8,8.0,0,50.0,4.0,1,5,0,5.0,0,0,0,,62,89.9,0,0.0,0,0.0
6,7.0,131.0,7.0,8.0,2024-10-27,MIA,,ARI,"L, 27-28",*,9,6,72,12.0,0,66.7,8.0,0,0,0,,0,0,0,,57,87.7,0,0.0,0,0.0
7,8.0,132.0,8.0,9.0,2024-11-03,MIA,@,BUF,"L, 27-30",*,5,4,80,20.0,0,80.0,16.0,0,0,0,,0,0,0,,59,96.7,0,0.0,0,0.0
8,9.0,133.0,9.0,10.0,2024-11-11,MIA,@,LAR,"W, 23-15",*,4,3,16,5.3,1,75.0,4.0,2,11,0,5.5,0,0,0,,46,86.8,0,0.0,1,3.6
9,10.0,134.0,10.0,11.0,2024-11-17,MIA,,LVR,"W, 34-19",*,8,7,61,8.7,1,87.5,7.6,0,0,0,,0,0,0,,52,76.5,0,0.0,0,0.0
10,11.0,135.0,11.0,12.0,2024-11-24,MIA,,NWE,"W, 34-15",*,6,5,48,9.6,0,83.3,8.0,0,0,0,,0,0,0,,50,73.5,0,0.0,0,0.0
11,12.0,136.0,12.0,13.0,2024-11-28,MIA,@,GNB,"L, 17-30",*,9,6,83,13.8,1,66.7,9.2,0,0,0,,0,0,0,,57,80.3,0,0.0,0,0.0
12,13.0,137.0,13.0,14.0,2024-12-08,MIA,,NYJ,"W, 32-26 (OT)",*,14,10,115,11.5,1,71.4,8.2,1,6,0,6.0,0,0,0,,70,97.2,0,0.0,0,0.0
13,14.0,138.0,14.0,15.0,2024-12-15,MIA,@,HOU,"L, 12-20",*,7,2,36,18.0,0,28.6,5.1,0,0,0,,0,0,0,,63,92.6,0,0.0,0,0.0
14,15.0,139.0,15.0,16.0,2024-12-22,MIA,,SFO,"W, 29-17",*,7,3,29,9.7,1,42.9,4.1,0,0,0,,0,0,0,,56,83.6,0,0.0,0,0.0
15,16.0,140.0,16.0,17.0,2024-12-29,MIA,@,CLE,"W, 20-3",*,9,9,105,11.7,0,100.0,11.7,0,0,0,,1,18,0,18.0,53,88.3,0,0.0,3,13.0
16,17.0,141.0,17.0,18.0,2025-01-05,MIA,@,NYJ,"L, 20-32",*,3,2,20,10.0,0,66.7,6.7,0,0,0,,1,2,0,2.0,27,38.6,0,0.0,4,15.4
17,,,,,,,,,8-9,,123,81,959,11.8,6,65.9,7.8,8,53,0,6.6,3,31,0,10.3,906,79.6,0,0.0,9,2.0
