,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,60.0,1.0,1.0,2020-09-10,KAN,,HOU,"W, 34-20",*,6,5,46,9.2,1,83.3,7.7,0,0,0,,0,0,0,,0,0,0,0,0,0,59,85.5,0,0.0,0,0.0
1,2.0,61.0,2.0,2.0,2020-09-20,KAN,@,LAC,"W, 23-20 (OT)",*,11,5,99,19.8,1,45.5,9.0,1,9,0,9.0,0,0,0,,0,0,0,0,0,0,69,89.6,0,0.0,0,0.0
2,3.0,62.0,3.0,3.0,2020-09-28,KAN,@,BAL,"W, 34-20",*,6,5,77,15.4,1,83.3,12.8,2,25,0,12.5,0,0,0,,0,0,0,0,0,0,60,80.0,0,0.0,0,0.0
3,4.0,63.0,4.0,4.0,2020-10-05,KAN,,NWE,"W, 26-10",*,6,4,64,16.0,1,66.7,10.7,0,0,0,,1,0,0,0.0,1,0,0,0,0,0,52,92.9,0,0.0,1,4.3
4,5.0,64.0,5.0,5.0,2020-10-11,KAN,,LVR,"L, 32-40",*,6,3,78,26.0,0,50.0,13.0,3,15,1,5.0,0,0,0,,0,0,0,0,0,0,63,87.5,0,0.0,1,3.1
5,6.0,65.0,6.0,6.0,2020-10-19,KAN,@,BUF,"W, 26-17",*,3,3,20,6.7,0,100.0,6.7,1,5,0,5.0,0,0,0,,0,0,0,0,0,0,67,91.8,0,0.0,0,0.0
6,7.0,66.0,7.0,7.0,2020-10-25,KAN,@,DEN,"W, 43-16",*,10,6,55,9.2,1,60.0,5.5,0,0,0,,0,0,0,,0,0,0,0,0,0,37,72.5,0,0.0,0,0.0
7,8.0,67.0,8.0,8.0,2020-11-01,KAN,,NYJ,"W, 35-9",*,6,4,98,24.5,2,66.7,16.3,0,0,0,,0,0,0,,0,0,0,0,0,0,50,75.8,0,0.0,0,0.0
8,9.0,68.0,9.0,9.0,2020-11-08,KAN,,CAR,"W, 33-31",*,18,9,113,12.6,2,50.0,6.3,1,8,0,8.0,0,0,0,,0,0,0,0,0,0,59,95.2,0,0.0,0,0.0
9,10.0,69.0,10.0,11.0,2020-11-22,KAN,@,LVR,"W, 35-31",*,14,11,102,9.3,1,78.6,7.3,2,-2,0,-1.0,0,0,0,,0,0,0,0,0,0,72,92.3,0,0.0,0,0.0
10,11.0,70.0,11.0,12.0,2020-11-29,KAN,@,TAM,"W, 27-24",*,15,13,269,20.7,3,86.7,17.9,0,0,0,,0,0,0,,0,0,0,0,0,0,68,86.1,0,0.0,0,0.0
11,12.0,71.0,12.0,13.0,2020-12-06,KAN,,DEN,"W, 22-16",*,11,6,58,9.7,0,54.5,5.3,1,30,0,30.0,0,0,0,,0,0,0,0,0,0,61,95.3,0,0.0,1,3.8
12,13.0,72.0,13.0,14.0,2020-12-13,KAN,@,MIA,"W, 33-27",*,7,3,79,26.3,1,42.9,11.3,1,32,1,32.0,0,0,0,,0,0,0,0,0,0,57,91.9,0,0.0,0,0.0
13,14.0,73.0,14.0,15.0,2020-12-20,KAN,@,NOR,"W, 32-29",*,10,6,53,8.8,1,60.0,5.3,1,1,0,1.0,0,0,0,,0,0,0,0,0,0,84,85.7,0,0.0,0,0.0
14,15.0,74.0,15.0,16.0,2020-12-27,KAN,,ATL,"W, 17-14",*,6,4,65,16.3,0,66.7,10.8,0,0,0,,0,0,0,,0,0,1,0,0,0,43,64.2,0,0.0,0,0.0
15,15.0,,16.0,17.0,2021-01-03,KAN,,LAC,"L, 21-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,14-1,,135,87,1276,14.7,15,64.4,9.5,13,123,2,9.5,1,0,0,0.0,1,0,1,0,0,0,901,85.9,0,0.0,3,0.7
