,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Ret,Yds.1,PRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,142.0,1.0,1.0,2025-09-07,MIA,@,IND,"L, 8-33",*,6,4,40,10.0,0,66.7,6.7,0,0,0,,30,62.5,0,0.0,0,0.0
1,2.0,143.0,2.0,2.0,2025-09-14,MIA,,NWE,"L, 27-33",*,7,6,109,18.2,0,85.7,15.6,1,19,0,19.0,48,84.2,0,0.0,2,7.1
2,3.0,144.0,3.0,3.0,2025-09-18,MIA,@,BUF,"L, 21-31",*,10,5,49,9.8,1,50.0,4.9,0,0,0,,53,86.9,0,0.0,0,0.0
3,,,,,,,,,0-3,,23,15,198,13.2,1,65.2,8.6,1,19,0,19.0,131,78.9,0,0.0,2,2.8
