,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2016,22,KAN,NFL,WR,16.0,1.0,83.0,61.0,593.0,9.7,6.0,31.0,50.6,49.0,3.8,37.1,73.5,7.1,24.0,267.0,3.0,11.0,58.3,70.0,11.1,16.7,1.5,85.0,10.1,860.0,9.0,4.0,10.0,"PB,AP-1"
1,2017,23,KAN,NFL,WR,15.0,13.0,105.0,75.0,1183.0,15.8,7.0,40.0,56.2,79.0,5.0,78.9,71.4,11.3,17.0,59.0,0.0,3.0,35.3,16.0,3.5,3.9,1.1,92.0,13.5,1242.0,7.0,2.0,13.0,PB
2,2018,24,KAN,NFL,WR,16.0,16.0,137.0,87.0,1479.0,17.0,12.0,60.0,55.5,75.0,5.4,92.4,63.5,10.8,22.0,151.0,1.0,7.0,63.6,33.0,6.9,9.4,1.4,109.0,15.0,1630.0,13.0,0.0,18.0,"PB,AP-1"
3,2019,25,KAN,NFL,WR,12.0,12.0,89.0,58.0,860.0,14.8,7.0,39.0,58.4,57.0,4.8,71.7,65.2,9.7,8.0,23.0,0.0,1.0,50.0,5.0,2.9,1.9,0.7,66.0,13.4,883.0,7.0,0.0,9.0,PB
4,2020,26,KAN,NFL,WR,15.0,15.0,135.0,87.0,1276.0,14.7,15.0,57.0,57.8,75.0,5.8,85.1,64.4,9.5,13.0,123.0,2.0,5.0,69.2,32.0,9.5,8.2,0.9,100.0,14.0,1399.0,17.0,1.0,12.0,"PB,AP-1"
5,2021,27,KAN,NFL,WR,17.0,16.0,159.0,111.0,1239.0,11.2,9.0,75.0,61.6,75.0,6.5,72.9,69.8,7.8,9.0,96.0,0.0,4.0,66.7,33.0,10.7,5.6,0.5,120.0,11.1,1335.0,9.0,2.0,12.0,PB
6,2022,28,MIA,NFL,WR,17.0,17.0,170.0,119.0,1710.0,14.4,7.0,77.0,56.5,64.0,7.0,100.6,70.0,10.1,7.0,32.0,1.0,3.0,57.1,10.0,4.6,1.9,0.4,126.0,13.8,1742.0,8.0,1.0,15.0,"PB,AP-1,AP MVP-9,AP OPoY-4"
7,2023,29,MIA,NFL,WR,16.0,16.0,171.0,119.0,1799.0,15.1,13.0,83.0,57.9,78.0,7.4,112.4,69.6,10.5,6.0,15.0,0.0,2.0,33.3,14.0,2.5,0.9,0.4,125.0,14.5,1814.0,13.0,1.0,18.0,"PB,AP-1,AP MVP-6,AP OPoY-2"
8,2024,30,MIA,NFL,WR,17.0,17.0,123.0,81.0,959.0,11.8,6.0,54.0,52.0,80.0,4.8,56.4,65.9,7.8,8.0,53.0,0.0,2.0,62.5,16.0,6.6,3.1,0.5,89.0,11.4,1012.0,6.0,0.0,9.0,
9,9 Yrs,9 Yrs,9 Yrs,9 Yrs,,141.0,123.0,1172.0,798.0,11098.0,13.9,82.0,516.0,56.7,80.0,5.7,78.7,68.1,9.5,114.0,819.0,7.0,38.0,56.1,70.0,7.2,5.8,0.8,912.0,13.1,11917.0,89.0,11.0,116.0,
10,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,15.0,141.0,96.0,1338.0,13.9,10.0,62.0,56.7,80.0,5.7,78.7,68.1,9.5,14.0,99.0,1.0,5.0,56.1,70.0,7.2,5.8,0.8,110.0,1.6,1437.0,11.0,1.0,14.0,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,KAN (6 Yrs),KAN (6 Yrs),KAN (6 Yrs),KAN (6 Yrs),,91.0,73.0,708.0,479.0,6630.0,13.8,56.0,302.0,57.2,79.0,5.3,72.9,67.7,9.4,93.0,719.0,6.0,31.0,57.0,70.0,7.7,7.9,1.0,572.0,12.8,7349.0,62.0,9.0,74.0,
13,MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,50.0,50.0,464.0,319.0,4468.0,14.0,26.0,214.0,55.8,80.0,6.4,89.4,68.8,9.6,21.0,100.0,1.0,7.0,52.4,16.0,4.8,2.0,0.4,340.0,13.4,4568.0,27.0,2.0,42.0,
