,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,PIT,,SFO,"L, 7-30",,6,6,37,6.2,0,100.0,6.2,0,0,0,,1,2,0,2.0,0,0,0,0,0,0,35,55.6,0,0.0,2,7.7
1,2.0,2.0,2.0,2.0,2023-09-18,PIT,,CLE,"W, 26-22",,4,1,10,10.0,0,25.0,2.5,1,-2,0,-2.0,1,14,0,14.0,0,0,0,0,0,0,41,75.9,0,0.0,9,29.0
2,3.0,3.0,3.0,3.0,2023-09-24,PIT,@,LVR,"W, 23-18",,6,2,72,36.0,1,33.3,12.0,0,0,0,,2,5,0,2.5,0,0,0,0,0,0,45,72.6,0,0.0,6,20.7
3,4.0,4.0,4.0,4.0,2023-10-01,PIT,@,HOU,"L, 6-30",,5,3,24,8.0,0,60.0,4.8,1,5,0,5.0,2,9,0,4.5,0,0,0,0,0,0,53,89.8,0,0.0,3,12.0
4,5.0,5.0,5.0,5.0,2023-10-08,PIT,,BAL,"W, 17-10",*,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,0,0,0,37,56.1,0,0.0,1,4.0
5,6.0,6.0,6.0,7.0,2023-10-22,PIT,@,LAR,"W, 24-17",,0,0,0,,0,,,1,1,0,1.0,3,14,0,4.7,0,0,0,0,0,0,7,11.9,0,0.0,4,15.4
6,7.0,7.0,7.0,8.0,2023-10-29,PIT,,JAX,"L, 10-20",,2,2,19,9.5,0,100.0,9.5,2,10,0,5.0,0,0,0,,0,0,0,0,0,0,18,26.9,0,0.0,3,11.5
7,8.0,8.0,8.0,9.0,2023-11-02,PIT,,TEN,"W, 20-16",,1,0,0,,0,0.0,0.0,2,10,0,5.0,2,13,0,6.5,0,0,0,0,0,0,17,26.2,0,0.0,3,12.5
8,9.0,9.0,9.0,10.0,2023-11-12,PIT,,GNB,"W, 23-19",,1,1,3,3.0,0,100.0,3.0,1,6,0,6.0,2,20,0,10.0,0,0,0,0,0,0,13,20.0,0,0.0,4,13.8
9,10.0,10.0,10.0,11.0,2023-11-19,PIT,@,CLE,"L, 10-13",,0,0,0,,0,,,0,0,0,,3,51,0,17.0,0,0,0,0,0,0,10,17.2,0,0.0,8,27.6
10,11.0,11.0,11.0,12.0,2023-11-26,PIT,@,CIN,"W, 16-10",,1,1,5,5.0,0,100.0,5.0,0,0,0,,3,2,0,0.7,0,0,0,0,0,0,18,25.4,0,0.0,6,25.0
11,12.0,12.0,12.0,13.0,2023-12-03,PIT,,ARI,"L, 10-24",,1,1,10,10.0,0,100.0,10.0,0,0,0,,1,11,0,11.0,0,0,0,0,0,0,9,14.8,0,0.0,5,20.8
12,13.0,13.0,13.0,14.0,2023-12-07,PIT,,NWE,"L, 18-21",,0,0,0,,0,,,1,12,0,12.0,3,10,0,3.3,1,0,0,1,0,0,20,28.6,0,0.0,8,28.6
13,14.0,14.0,14.0,15.0,2023-12-16,PIT,@,IND,"L, 13-30",,0,0,0,,0,,,0,0,0,,0,0,0,,0,0,0,0,0,0,9,15.5,0,0.0,2,7.7
14,15.0,15.0,15.0,16.0,2023-12-23,PIT,,CIN,"W, 34-11",,2,0,0,,0,0.0,0.0,1,7,1,7.0,0,0,0,,0,0,0,0,0,0,11,18.6,0,0.0,3,12.5
15,16.0,16.0,16.0,17.0,2023-12-31,PIT,@,SEA,"W, 30-23",,0,0,0,,0,,,0,0,0,,1,6,0,6.0,0,0,0,0,0,0,14,19.4,0,0.0,4,14.3
16,17.0,17.0,17.0,18.0,2024-01-06,PIT,@,BAL,"W, 17-10",,0,0,0,,0,,,1,8,0,8.0,5,92,0,18.4,1,0,0,1,0,0,17,27.4,0,0.0,9,33.3
17,,,,,,,,,10-7,,30,17,180,10.6,1,56.7,6.0,11,57,1,5.2,29,249,0,8.6,2,0,0,2,0,0,374,34.9,0,0.0,80,17.7
